fixture_id	pair	interval	left	right	positive_width	eligible	s_i	a_i	d_i	b_i	q_i	bounds_64_63_127_126_253	frozen_trace_equal	status
S12-linear-linear-rgb	linear/linear-rgb	16	0.50549450549450503	0.53846153846153799	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	17	0.53846153846153799	0.59340659340659296	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	18	0.59340659340659296	0.61538461538461497	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	19	0.61538461538461497	0.659340659340659	true	true	64	14	29	28	57	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	20	0.659340659340659	0.67032967032966995	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	21	0.67032967032966995	0.70329670329670291	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	22	0.70329670329670291	0.75824175824175799	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	23	0.75824175824175799	0.78021978021978	true	true	64	14	29	28	57	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	24	0.78021978021978	0.82417582417582391	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	25	0.82417582417582391	0.83516483516483508	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	26	0.83516483516483508	0.86813186813186805	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	27	0.86813186813186805	0.92307692307692302	true	true	64	14	29	28	57	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	28	0.92307692307692302	0.94505494505494492	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	29	0.94505494505494492	0.98901098901098905	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	30	0.98901098901098905	1	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	0	0	0.010989010989011	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	1	0.010989010989011	0.043956043956044001	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	2	0.043956043956044001	0.098901098901098911	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	3	0.098901098901098911	0.120879120879121	true	true	64	14	29	28	57	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	4	0.120879120879121	0.164835164835165	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	5	0.164835164835165	0.175824175824176	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	6	0.175824175824176	0.20879120879120902	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	7	0.20879120879120902	0.26373626373626402	true	true	64	14	29	28	57	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	8	0.26373626373626402	0.28571428571428603	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	9	0.28571428571428603	0.32967032967033	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	10	0.32967032967033	0.340659340659341	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	11	0.340659340659341	0.37362637362637402	true	true	64	14	29	28	57	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	12	0.37362637362637402	0.42857142857142899	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	13	0.42857142857142899	0.450549450549451	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	14	0.450549450549451	0.49450549450549502	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	15	0.49450549450549502	0.50549450549450503	true	true	64	14	29	28	57	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	16	0.50549450549450503	0.53846153846153799	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	17	0.53846153846153799	0.59340659340659296	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	18	0.59340659340659296	0.61538461538461497	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	19	0.61538461538461497	0.659340659340659	true	true	64	14	29	28	57	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	20	0.659340659340659	0.67032967032966995	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	21	0.67032967032966995	0.70329670329670291	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	22	0.70329670329670291	0.75824175824175799	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	23	0.75824175824175799	0.78021978021978	true	true	64	14	29	28	57	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	24	0.78021978021978	0.82417582417582391	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	25	0.82417582417582391	0.83516483516483508	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	26	0.83516483516483508	0.86813186813186805	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	27	0.86813186813186805	0.92307692307692302	true	true	64	14	29	28	57	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	28	0.92307692307692302	0.94505494505494492	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	29	0.94505494505494492	0.98901098901098905	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-radial-linear-rgb	radial/linear-rgb	30	0.98901098901098905	1	true	true	2	1	3	2	5	Preserved	true	Preserved
S13-linear-oklab	linear/oklab	0	0	0.5	true	false	0	0	0	0	0	Preserved	true	Preserved
S13-linear-oklab	linear/oklab	1	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S13-linear-oklab	linear/oklab	2	0.5	1	true	false	0	0	0	0	0	Preserved	true	Preserved
S13-radial-oklab	radial/oklab	0	0	0.5	true	false	0	0	0	0	0	Preserved	true	Preserved
S13-radial-oklab	radial/oklab	1	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S13-radial-oklab	radial/oklab	2	0.5	1	true	false	0	0	0	0	0	Preserved	true	Preserved
S13-linear-linear-rgb	linear/linear-rgb	0	0	0.5	true	false	0	0	0	0	0	Preserved	true	Preserved
S13-linear-linear-rgb	linear/linear-rgb	1	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S13-linear-linear-rgb	linear/linear-rgb	2	0.5	1	true	false	0	0	0	0	0	Preserved	true	Preserved
S13-radial-linear-rgb	radial/linear-rgb	0	0	0.5	true	false	0	0	0	0	0	Preserved	true	Preserved
S13-radial-linear-rgb	radial/linear-rgb	1	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S13-radial-linear-rgb	radial/linear-rgb	2	0.5	1	true	false	0	0	0	0	0	Preserved	true	Preserved
S14-linear-oklab	linear/oklab	0	0	0.33333333333333331	true	false	0	0	0	0	0	Preserved	true	Preserved
S14-linear-oklab	linear/oklab	1	0.33333333333333331	0.33333333333333331	false	false	0	0	0	0	0	Preserved	true	Preserved
S14-linear-oklab	linear/oklab	2	0.33333333333333331	0.66666666666666663	true	false	0	0	0	0	0	Preserved	true	Preserved
S14-linear-oklab	linear/oklab	3	0.66666666666666663	0.66666666666666663	false	false	0	0	0	0	0	Preserved	true	Preserved
S14-linear-oklab	linear/oklab	4	0.66666666666666663	1	true	false	0	0	0	0	0	Preserved	true	Preserved
S14-radial-oklab	radial/oklab	0	0	0.33333333333333331	true	false	0	0	0	0	0	Preserved	true	Preserved
S14-radial-oklab	radial/oklab	1	0.33333333333333331	0.33333333333333331	false	false	0	0	0	0	0	Preserved	true	Preserved
S14-radial-oklab	radial/oklab	2	0.33333333333333331	0.66666666666666663	true	false	0	0	0	0	0	Preserved	true	Preserved
S14-radial-oklab	radial/oklab	3	0.66666666666666663	0.66666666666666663	false	false	0	0	0	0	0	Preserved	true	Preserved
S14-radial-oklab	radial/oklab	4	0.66666666666666663	1	true	false	0	0	0	0	0	Preserved	true	Preserved
S14-linear-linear-rgb	linear/linear-rgb	0	0	0.33333333333333331	true	false	0	0	0	0	0	Preserved	true	Preserved
S14-linear-linear-rgb	linear/linear-rgb	1	0.33333333333333331	0.33333333333333331	false	false	0	0	0	0	0	Preserved	true	Preserved
S14-linear-linear-rgb	linear/linear-rgb	2	0.33333333333333331	0.66666666666666663	true	false	0	0	0	0	0	Preserved	true	Preserved
S14-linear-linear-rgb	linear/linear-rgb	3	0.66666666666666663	0.66666666666666663	false	false	0	0	0	0	0	Preserved	true	Preserved
S14-linear-linear-rgb	linear/linear-rgb	4	0.66666666666666663	1	true	false	0	0	0	0	0	Preserved	true	Preserved
S14-radial-linear-rgb	radial/linear-rgb	0	0	0.33333333333333331	true	false	0	0	0	0	0	Preserved	true	Preserved
S14-radial-linear-rgb	radial/linear-rgb	1	0.33333333333333331	0.33333333333333331	false	false	0	0	0	0	0	Preserved	true	Preserved
S14-radial-linear-rgb	radial/linear-rgb	2	0.33333333333333331	0.66666666666666663	true	false	0	0	0	0	0	Preserved	true	Preserved
S14-radial-linear-rgb	radial/linear-rgb	3	0.66666666666666663	0.66666666666666663	false	false	0	0	0	0	0	Preserved	true	Preserved
S14-radial-linear-rgb	radial/linear-rgb	4	0.66666666666666663	1	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-oklab	linear/oklab	0	0	0.125	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-oklab	linear/oklab	1	0.125	0.125	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-oklab	linear/oklab	2	0.125	0.25	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-oklab	linear/oklab	3	0.25	0.25	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-oklab	linear/oklab	4	0.25	0.375	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-oklab	linear/oklab	5	0.375	0.375	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-oklab	linear/oklab	6	0.375	0.5	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-oklab	linear/oklab	7	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-oklab	linear/oklab	8	0.5	0.625	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-oklab	linear/oklab	9	0.625	0.625	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-oklab	linear/oklab	10	0.625	0.75	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-oklab	linear/oklab	11	0.75	0.75	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-oklab	linear/oklab	12	0.75	0.875	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-oklab	linear/oklab	13	0.875	0.875	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-oklab	linear/oklab	14	0.875	1	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-oklab	radial/oklab	0	0	0.125	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-oklab	radial/oklab	1	0.125	0.125	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-oklab	radial/oklab	2	0.125	0.25	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-oklab	radial/oklab	3	0.25	0.25	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-oklab	radial/oklab	4	0.25	0.375	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-oklab	radial/oklab	5	0.375	0.375	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-oklab	radial/oklab	6	0.375	0.5	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-oklab	radial/oklab	7	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-oklab	radial/oklab	8	0.5	0.625	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-oklab	radial/oklab	9	0.625	0.625	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-oklab	radial/oklab	10	0.625	0.75	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-oklab	radial/oklab	11	0.75	0.75	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-oklab	radial/oklab	12	0.75	0.875	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-oklab	radial/oklab	13	0.875	0.875	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-oklab	radial/oklab	14	0.875	1	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-linear-rgb	linear/linear-rgb	0	0	0.125	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-linear-rgb	linear/linear-rgb	1	0.125	0.125	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-linear-rgb	linear/linear-rgb	2	0.125	0.25	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-linear-rgb	linear/linear-rgb	3	0.25	0.25	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-linear-rgb	linear/linear-rgb	4	0.25	0.375	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-linear-rgb	linear/linear-rgb	5	0.375	0.375	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-linear-rgb	linear/linear-rgb	6	0.375	0.5	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-linear-rgb	linear/linear-rgb	7	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-linear-rgb	linear/linear-rgb	8	0.5	0.625	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-linear-rgb	linear/linear-rgb	9	0.625	0.625	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-linear-rgb	linear/linear-rgb	10	0.625	0.75	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-linear-rgb	linear/linear-rgb	11	0.75	0.75	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-linear-rgb	linear/linear-rgb	12	0.75	0.875	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-linear-rgb	linear/linear-rgb	13	0.875	0.875	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-linear-linear-rgb	linear/linear-rgb	14	0.875	1	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-linear-rgb	radial/linear-rgb	0	0	0.125	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-linear-rgb	radial/linear-rgb	1	0.125	0.125	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-linear-rgb	radial/linear-rgb	2	0.125	0.25	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-linear-rgb	radial/linear-rgb	3	0.25	0.25	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-linear-rgb	radial/linear-rgb	4	0.25	0.375	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-linear-rgb	radial/linear-rgb	5	0.375	0.375	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-linear-rgb	radial/linear-rgb	6	0.375	0.5	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-linear-rgb	radial/linear-rgb	7	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-linear-rgb	radial/linear-rgb	8	0.5	0.625	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-linear-rgb	radial/linear-rgb	9	0.625	0.625	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-linear-rgb	radial/linear-rgb	10	0.625	0.75	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-linear-rgb	radial/linear-rgb	11	0.75	0.75	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-linear-rgb	radial/linear-rgb	12	0.75	0.875	true	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-linear-rgb	radial/linear-rgb	13	0.875	0.875	false	false	0	0	0	0	0	Preserved	true	Preserved
S15-radial-linear-rgb	radial/linear-rgb	14	0.875	1	true	false	0	0	0	0	0	Preserved	true	Preserved
S16-linear-oklab	linear/oklab	0	0	0.16666666666666649	true	true	64	24	49	48	97	Preserved	true	Preserved
S16-linear-oklab	linear/oklab	1	0.16666666666666649	0.33333333333333348	true	true	64	16	33	32	65	Preserved	true	Preserved
S16-linear-oklab	linear/oklab	2	0.33333333333333348	0.5	true	true	64	26	53	52	105	Preserved	true	Preserved
S16-linear-oklab	linear/oklab	3	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S16-linear-oklab	linear/oklab	4	0.5	0.66666666666666652	true	true	64	24	49	48	97	Preserved	true	Preserved
S16-linear-oklab	linear/oklab	5	0.66666666666666652	0.83333333333333348	true	true	64	16	33	32	65	Preserved	true	Preserved
S16-linear-oklab	linear/oklab	6	0.83333333333333348	1	true	true	64	26	53	52	105	Preserved	true	Preserved
S16-radial-oklab	radial/oklab	0	0	0.16666666666666649	true	true	64	24	49	48	97	Preserved	true	Preserved
S16-radial-oklab	radial/oklab	1	0.16666666666666649	0.33333333333333348	true	true	64	16	33	32	65	Preserved	true	Preserved
S16-radial-oklab	radial/oklab	2	0.33333333333333348	0.5	true	true	64	26	53	52	105	Preserved	true	Preserved
S16-radial-oklab	radial/oklab	3	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S16-radial-oklab	radial/oklab	4	0.5	0.66666666666666652	true	true	64	24	49	48	97	Preserved	true	Preserved
S16-radial-oklab	radial/oklab	5	0.66666666666666652	0.83333333333333348	true	true	64	16	33	32	65	Preserved	true	Preserved
S16-radial-oklab	radial/oklab	6	0.83333333333333348	1	true	true	64	26	53	52	105	Preserved	true	Preserved
S16-linear-linear-rgb	linear/linear-rgb	0	0	0.16666666666666649	true	true	64	24	49	48	97	Preserved	true	Preserved
S16-linear-linear-rgb	linear/linear-rgb	1	0.16666666666666649	0.33333333333333348	true	true	64	19	39	38	77	Preserved	true	Preserved
S16-linear-linear-rgb	linear/linear-rgb	2	0.33333333333333348	0.5	true	true	64	30	61	60	121	Preserved	true	Preserved
S16-linear-linear-rgb	linear/linear-rgb	3	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S16-linear-linear-rgb	linear/linear-rgb	4	0.5	0.66666666666666652	true	true	64	24	49	48	97	Preserved	true	Preserved
S16-linear-linear-rgb	linear/linear-rgb	5	0.66666666666666652	0.83333333333333348	true	true	64	19	39	38	77	Preserved	true	Preserved
S16-linear-linear-rgb	linear/linear-rgb	6	0.83333333333333348	1	true	true	64	30	61	60	121	Preserved	true	Preserved
S16-radial-linear-rgb	radial/linear-rgb	0	0	0.16666666666666649	true	true	64	24	49	48	97	Preserved	true	Preserved
S16-radial-linear-rgb	radial/linear-rgb	1	0.16666666666666649	0.33333333333333348	true	true	64	19	39	38	77	Preserved	true	Preserved
S16-radial-linear-rgb	radial/linear-rgb	2	0.33333333333333348	0.5	true	true	64	30	61	60	121	Preserved	true	Preserved
S16-radial-linear-rgb	radial/linear-rgb	3	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S16-radial-linear-rgb	radial/linear-rgb	4	0.5	0.66666666666666652	true	true	64	24	49	48	97	Preserved	true	Preserved
S16-radial-linear-rgb	radial/linear-rgb	5	0.66666666666666652	0.83333333333333348	true	true	64	19	39	38	77	Preserved	true	Preserved
S16-radial-linear-rgb	radial/linear-rgb	6	0.83333333333333348	1	true	true	64	30	61	60	121	Preserved	true	Preserved
S17-linear-oklab	linear/oklab	0	0	0.055555555555555497	true	true	4	3	7	6	13	Preserved	true	Preserved
S17-linear-oklab	linear/oklab	1	0.055555555555555497	0.22222222222222199	true	true	32	10	21	20	41	Preserved	true	Preserved
S17-linear-oklab	linear/oklab	2	0.22222222222222199	0.5	true	true	2	1	3	2	5	Preserved	true	Preserved
S17-linear-oklab	linear/oklab	3	0.5	0.77777777777777801	true	true	2	1	3	2	5	Preserved	true	Preserved
S17-linear-oklab	linear/oklab	4	0.77777777777777801	0.94444444444444453	true	true	32	10	21	20	41	Preserved	true	Preserved
S17-linear-oklab	linear/oklab	5	0.94444444444444453	1	true	true	4	3	7	6	13	Preserved	true	Preserved
S17-radial-oklab	radial/oklab	0	0	0.055555555555555497	true	true	4	3	7	6	13	Preserved	true	Preserved
S17-radial-oklab	radial/oklab	1	0.055555555555555497	0.22222222222222199	true	true	32	10	21	20	41	Preserved	true	Preserved
S17-radial-oklab	radial/oklab	2	0.22222222222222199	0.5	true	true	2	1	3	2	5	Preserved	true	Preserved
S17-radial-oklab	radial/oklab	3	0.5	0.77777777777777801	true	true	2	1	3	2	5	Preserved	true	Preserved
S17-radial-oklab	radial/oklab	4	0.77777777777777801	0.94444444444444453	true	true	32	10	21	20	41	Preserved	true	Preserved
S17-radial-oklab	radial/oklab	5	0.94444444444444453	1	true	true	4	3	7	6	13	Preserved	true	Preserved
S17-linear-linear-rgb	linear/linear-rgb	0	0	0.055555555555555497	true	true	16	6	13	12	25	Preserved	true	Preserved
S17-linear-linear-rgb	linear/linear-rgb	1	0.055555555555555497	0.22222222222222199	true	true	64	13	27	26	53	Preserved	true	Preserved
S17-linear-linear-rgb	linear/linear-rgb	2	0.22222222222222199	0.5	true	true	2	1	3	2	5	Preserved	true	Preserved
S17-linear-linear-rgb	linear/linear-rgb	3	0.5	0.77777777777777801	true	true	2	1	3	2	5	Preserved	true	Preserved
S17-linear-linear-rgb	linear/linear-rgb	4	0.77777777777777801	0.94444444444444453	true	true	64	13	27	26	53	Preserved	true	Preserved
S17-linear-linear-rgb	linear/linear-rgb	5	0.94444444444444453	1	true	true	16	6	13	12	25	Preserved	true	Preserved
S17-radial-linear-rgb	radial/linear-rgb	0	0	0.055555555555555497	true	true	16	6	13	12	25	Preserved	true	Preserved
S17-radial-linear-rgb	radial/linear-rgb	1	0.055555555555555497	0.22222222222222199	true	true	64	13	27	26	53	Preserved	true	Preserved
S17-radial-linear-rgb	radial/linear-rgb	2	0.22222222222222199	0.5	true	true	2	1	3	2	5	Preserved	true	Preserved
S17-radial-linear-rgb	radial/linear-rgb	3	0.5	0.77777777777777801	true	true	2	1	3	2	5	Preserved	true	Preserved
S17-radial-linear-rgb	radial/linear-rgb	4	0.77777777777777801	0.94444444444444453	true	true	64	13	27	26	53	Preserved	true	Preserved
S17-radial-linear-rgb	radial/linear-rgb	5	0.94444444444444453	1	true	true	16	6	13	12	25	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	0	0	0.0625	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	1	0.0625	0.0625	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	2	0.0625	0.125	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	3	0.125	0.125	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	4	0.125	0.1875	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	5	0.1875	0.1875	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	6	0.1875	0.25	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	7	0.25	0.25	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	8	0.25	0.3125	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	9	0.3125	0.3125	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	10	0.3125	0.375	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	11	0.375	0.375	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	12	0.375	0.4375	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	13	0.4375	0.4375	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	14	0.4375	0.5	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	15	0.5	0.5625	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	16	0.5625	0.5625	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	17	0.5625	0.625	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	18	0.625	0.625	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	19	0.625	0.6875	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	20	0.6875	0.6875	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	21	0.6875	0.75	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	22	0.75	0.75	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	23	0.75	0.8125	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	24	0.8125	0.8125	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	25	0.8125	0.875	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	26	0.875	0.875	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	27	0.875	0.9375	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	28	0.9375	0.9375	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-linear-oklab	linear/oklab	29	0.9375	1	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-radial-oklab	radial/oklab	0	0	0.0625	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-radial-oklab	radial/oklab	1	0.0625	0.0625	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-radial-oklab	radial/oklab	2	0.0625	0.125	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-radial-oklab	radial/oklab	3	0.125	0.125	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-radial-oklab	radial/oklab	4	0.125	0.1875	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-radial-oklab	radial/oklab	5	0.1875	0.1875	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-radial-oklab	radial/oklab	6	0.1875	0.25	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-radial-oklab	radial/oklab	7	0.25	0.25	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-radial-oklab	radial/oklab	8	0.25	0.3125	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-radial-oklab	radial/oklab	9	0.3125	0.3125	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-radial-oklab	radial/oklab	10	0.3125	0.375	true	false	0	0	0	0	0	Preserved	true	Preserved
S18-radial-oklab	radial/oklab	11	0.375	0.375	false	false	0	0	0	0	0	Preserved	true	Preserved
S18-radial-oklab	radial/oklab	12	0.375	0.4375	true	false	0	0	0	0	0	Preserved	true	Preserved
