probe_id	path	profile	previous_runtime_class	current_runtime_class	transition	fixture_comparable	universe	matrix_sha256
p1309-path-emoji.house	emoji.house	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.hundred	emoji.hundred	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.hundred	emoji.hundred	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.hundred	emoji.hundred	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.hundred	emoji.hundred	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.hut	emoji.hut	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.hut	emoji.hut	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.hut	emoji.hut	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.hut	emoji.hut	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.ice	emoji.ice	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.ice	emoji.ice	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.ice	emoji.ice	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.ice	emoji.ice	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.icecream	emoji.icecream	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.icecream	emoji.icecream	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.icecream	emoji.icecream	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.icecream	emoji.icecream	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.icehockey	emoji.icehockey	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.icehockey	emoji.icehockey	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.icehockey	emoji.icehockey	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.icehockey	emoji.icehockey	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.id	emoji.id	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.id	emoji.id	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.id	emoji.id	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.id	emoji.id	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.info	emoji.info	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.info	emoji.info	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.info	emoji.info	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.info	emoji.info	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.izakaya	emoji.izakaya	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.izakaya	emoji.izakaya	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.izakaya	emoji.izakaya	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.izakaya	emoji.izakaya	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jar	emoji.jar	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jar	emoji.jar	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jar	emoji.jar	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jar	emoji.jar	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jeans	emoji.jeans	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jeans	emoji.jeans	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jeans	emoji.jeans	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jeans	emoji.jeans	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jellyfish	emoji.jellyfish	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jellyfish	emoji.jellyfish	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jellyfish	emoji.jellyfish	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jellyfish	emoji.jellyfish	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jigsaw	emoji.jigsaw	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jigsaw	emoji.jigsaw	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jigsaw	emoji.jigsaw	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.jigsaw	emoji.jigsaw	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.joystick	emoji.joystick	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.joystick	emoji.joystick	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.joystick	emoji.joystick	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.joystick	emoji.joystick	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.juggling	emoji.juggling	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.juggling	emoji.juggling	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.juggling	emoji.juggling	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.juggling	emoji.juggling	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.juice	emoji.juice	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.juice	emoji.juice	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.juice	emoji.juice	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.juice	emoji.juice	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.ka	emoji.ka	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.ka	emoji.ka	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.ka	emoji.ka	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.ka	emoji.ka	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kaaba	emoji.kaaba	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kaaba	emoji.kaaba	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kaaba	emoji.kaaba	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kaaba	emoji.kaaba	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kachi	emoji.kachi	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kachi	emoji.kachi	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kachi	emoji.kachi	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kachi	emoji.kachi	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kadomatsu	emoji.kadomatsu	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kadomatsu	emoji.kadomatsu	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kadomatsu	emoji.kadomatsu	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kadomatsu	emoji.kadomatsu	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kangaroo	emoji.kangaroo	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kangaroo	emoji.kangaroo	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kangaroo	emoji.kangaroo	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kangaroo	emoji.kangaroo	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kara	emoji.kara	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kara	emoji.kara	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kara	emoji.kara	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kara	emoji.kara	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kebab	emoji.kebab	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kebab	emoji.kebab	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kebab	emoji.kebab	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kebab	emoji.kebab	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.key	emoji.key	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.key	emoji.key	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.key	emoji.key	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.key	emoji.key	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.keyboard	emoji.keyboard	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.keyboard	emoji.keyboard	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.keyboard	emoji.keyboard	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.keyboard	emoji.keyboard	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kiss	emoji.kiss	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kiss	emoji.kiss	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kiss	emoji.kiss	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kiss	emoji.kiss	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kissmark	emoji.kissmark	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kissmark	emoji.kissmark	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kissmark	emoji.kissmark	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kissmark	emoji.kissmark	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kite	emoji.kite	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kite	emoji.kite	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kite	emoji.kite	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kite	emoji.kite	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kiwi	emoji.kiwi	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kiwi	emoji.kiwi	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kiwi	emoji.kiwi	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.kiwi	emoji.kiwi	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.knife	emoji.knife	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.knife	emoji.knife	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.knife	emoji.knife	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.knife	emoji.knife	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.knot	emoji.knot	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.knot	emoji.knot	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.knot	emoji.knot	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.knot	emoji.knot	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.koala	emoji.koala	default	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.koala	emoji.koala	html	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.koala	emoji.koala	a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
p1309-path-emoji.koala	emoji.koala	html+a11y	NOT_IN_P1304	MATCH_VALUE	ADDED_FRESH	NOT_APPLICABLE	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
