probe_id	path	profile	previous_runtime_class	current_runtime_class	transition	fixture_comparable	complete_literal_equal	universe	measurement_ref	previous_measurement_ref	three_orders_stable
p1322-path-emoji.dog.poodle	emoji.dog.poodle	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dog.poodle	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dog.poodle	true
p1322-path-emoji.dog.poodle	emoji.dog.poodle	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dog.poodle	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dog.poodle	true
p1322-path-emoji.dog.poodle	emoji.dog.poodle	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dog.poodle	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dog.poodle	true
p1322-path-emoji.dove.peace	emoji.dove.peace	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dove.peace	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dove.peace	true
p1322-path-emoji.dove.peace	emoji.dove.peace	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dove.peace	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dove.peace	true
p1322-path-emoji.dove.peace	emoji.dove.peace	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dove.peace	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dove.peace	true
p1322-path-emoji.dove.peace	emoji.dove.peace	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dove.peace	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dove.peace	true
p1322-path-emoji.dragon.face	emoji.dragon.face	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dragon.face	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dragon.face	true
p1322-path-emoji.dragon.face	emoji.dragon.face	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dragon.face	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dragon.face	true
p1322-path-emoji.dragon.face	emoji.dragon.face	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dragon.face	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dragon.face	true
p1322-path-emoji.dragon.face	emoji.dragon.face	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dragon.face	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dragon.face	true
p1322-path-emoji.dress.kimono	emoji.dress.kimono	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dress.kimono	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dress.kimono	true
p1322-path-emoji.dress.kimono	emoji.dress.kimono	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dress.kimono	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dress.kimono	true
p1322-path-emoji.dress.kimono	emoji.dress.kimono	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dress.kimono	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dress.kimono	true
p1322-path-emoji.dress.kimono	emoji.dress.kimono	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dress.kimono	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dress.kimono	true
p1322-path-emoji.dress.sari	emoji.dress.sari	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dress.sari	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dress.sari	true
p1322-path-emoji.dress.sari	emoji.dress.sari	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dress.sari	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dress.sari	true
p1322-path-emoji.dress.sari	emoji.dress.sari	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dress.sari	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dress.sari	true
p1322-path-emoji.dress.sari	emoji.dress.sari	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.dress.sari	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.dress.sari	true
p1322-path-emoji.drum.big	emoji.drum.big	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.drum.big	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.drum.big	true
p1322-path-emoji.drum.big	emoji.drum.big	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.drum.big	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.drum.big	true
p1322-path-emoji.drum.big	emoji.drum.big	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.drum.big	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.drum.big	true
p1322-path-emoji.drum.big	emoji.drum.big	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.drum.big	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.drum.big	true
p1322-path-emoji.ear.aid	emoji.ear.aid	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.ear.aid	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.ear.aid	true
p1322-path-emoji.ear.aid	emoji.ear.aid	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.ear.aid	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.ear.aid	true
p1322-path-emoji.ear.aid	emoji.ear.aid	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.ear.aid	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.ear.aid	true
p1322-path-emoji.ear.aid	emoji.ear.aid	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.ear.aid	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.ear.aid	true
p1322-path-emoji.eighteen.not	emoji.eighteen.not	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.eighteen.not	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.eighteen.not	true
p1322-path-emoji.eighteen.not	emoji.eighteen.not	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.eighteen.not	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.eighteen.not	true
p1322-path-emoji.eighteen.not	emoji.eighteen.not	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.eighteen.not	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.eighteen.not	true
p1322-path-emoji.eighteen.not	emoji.eighteen.not	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.eighteen.not	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.eighteen.not	true
p1322-path-emoji.excl.double	emoji.excl.double	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.excl.double	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.excl.double	true
p1322-path-emoji.excl.double	emoji.excl.double	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.excl.double	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.excl.double	true
p1322-path-emoji.excl.double	emoji.excl.double	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.excl.double	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.excl.double	true
p1322-path-emoji.excl.double	emoji.excl.double	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.excl.double	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.excl.double	true
p1322-path-emoji.excl.quest	emoji.excl.quest	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.excl.quest	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.excl.quest	true
p1322-path-emoji.excl.quest	emoji.excl.quest	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.excl.quest	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.excl.quest	true
p1322-path-emoji.excl.quest	emoji.excl.quest	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.excl.quest	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.excl.quest	true
p1322-path-emoji.excl.quest	emoji.excl.quest	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.excl.quest	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.excl.quest	true
p1322-path-emoji.excl.white	emoji.excl.white	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.excl.white	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.excl.white	true
p1322-path-emoji.excl.white	emoji.excl.white	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.excl.white	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.excl.white	true
p1322-path-emoji.excl.white	emoji.excl.white	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.excl.white	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.excl.white	true
p1322-path-emoji.excl.white	emoji.excl.white	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.excl.white	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.excl.white	true
p1322-path-emoji.face.angry	emoji.face.angry	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.angry	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.angry	true
p1322-path-emoji.face.angry	emoji.face.angry	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.angry	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.angry	true
p1322-path-emoji.face.angry	emoji.face.angry	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.angry	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.angry	true
p1322-path-emoji.face.angry	emoji.face.angry	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.angry	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.angry	true
p1322-path-emoji.face.angry.red	emoji.face.angry.red	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.angry.red	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.angry.red	true
p1322-path-emoji.face.angry.red	emoji.face.angry.red	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.angry.red	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.angry.red	true
p1322-path-emoji.face.angry.red	emoji.face.angry.red	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.angry.red	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.angry.red	true
p1322-path-emoji.face.angry.red	emoji.face.angry.red	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.angry.red	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.angry.red	true
p1322-path-emoji.face.anguish	emoji.face.anguish	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.anguish	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.anguish	true
p1322-path-emoji.face.anguish	emoji.face.anguish	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.anguish	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.anguish	true
p1322-path-emoji.face.anguish	emoji.face.anguish	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.anguish	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.anguish	true
p1322-path-emoji.face.anguish	emoji.face.anguish	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.anguish	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.anguish	true
p1322-path-emoji.face.astonish	emoji.face.astonish	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.astonish	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.astonish	true
p1322-path-emoji.face.astonish	emoji.face.astonish	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.astonish	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.astonish	true
p1322-path-emoji.face.astonish	emoji.face.astonish	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.astonish	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.astonish	true
p1322-path-emoji.face.astonish	emoji.face.astonish	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.astonish	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.astonish	true
p1322-path-emoji.face.bandage	emoji.face.bandage	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.bandage	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.bandage	true
p1322-path-emoji.face.bandage	emoji.face.bandage	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.bandage	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.bandage	true
p1322-path-emoji.face.bandage	emoji.face.bandage	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.bandage	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.bandage	true
p1322-path-emoji.face.bandage	emoji.face.bandage	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.bandage	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.bandage	true
p1322-path-emoji.face.beam	emoji.face.beam	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.beam	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.beam	true
p1322-path-emoji.face.beam	emoji.face.beam	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.beam	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.beam	true
p1322-path-emoji.face.beam	emoji.face.beam	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.beam	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.beam	true
p1322-path-emoji.face.beam	emoji.face.beam	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.beam	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.beam	true
p1322-path-emoji.face.blank	emoji.face.blank	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.blank	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.blank	true
p1322-path-emoji.face.blank	emoji.face.blank	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.blank	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.blank	true
p1322-path-emoji.face.blank	emoji.face.blank	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.blank	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.blank	true
p1322-path-emoji.face.blank	emoji.face.blank	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.blank	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.blank	true
p1322-path-emoji.face.clown	emoji.face.clown	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.clown	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.clown	true
p1322-path-emoji.face.clown	emoji.face.clown	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.clown	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.clown	true
p1322-path-emoji.face.clown	emoji.face.clown	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.clown	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.clown	true
p1322-path-emoji.face.clown	emoji.face.clown	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.clown	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.clown	true
p1322-path-emoji.face.cold	emoji.face.cold	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.cold	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.cold	true
p1322-path-emoji.face.cold	emoji.face.cold	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.cold	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.cold	true
p1322-path-emoji.face.cold	emoji.face.cold	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.cold	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.cold	true
p1322-path-emoji.face.cold	emoji.face.cold	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.cold	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.cold	true
p1322-path-emoji.face.concern	emoji.face.concern	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.concern	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.concern	true
p1322-path-emoji.face.concern	emoji.face.concern	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.concern	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.concern	true
p1322-path-emoji.face.concern	emoji.face.concern	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.concern	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.concern	true
p1322-path-emoji.face.concern	emoji.face.concern	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.concern	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.concern	true
p1322-path-emoji.face.cool	emoji.face.cool	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.face.cool	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.cool	true
