# Entrada só-vanilla (itens.sem_par_antes) — lente tekt-cargo-dsm
# Lente bin: /home/dikluwe/.cargo/bin/lente (sem --version disponível)
# Produto HEAD 82e84356fb0c80a58f0da21c28a5a0c476937d32 (P762) + working tree com 176 ficheiros não commitados
# Comando: lente --comparar --antes lab/typst-original --depois .  (escopo seu-codigo)
# Data da corrida: 2026-07-15 ; total=11325
# Formato TSV: kind	trait	nome	path
fn	Debug	FootnoteMarker::fmt	typst_library::model::footnote::FootnoteMarker::fmt
fn	Debug	Fr::fmt	typst_library::layout::fr::Fr::fmt
fn	Debug	FracElem::fmt	typst_library::math::frac::FracElem::fmt
fn	Debug	FracStyle::fmt	typst_library::math::frac::FracStyle::fmt
fn	Debug	FractionItem::fmt	typst_library::math::ir::item::FractionItem::fmt
fn	Debug	Fragment::fmt	typst_library::layout::fragment::Fragment::fmt
fn	Debug	FragmentKind::fmt	typst_library::routines::FragmentKind::fmt
fn	Debug	FrameElem::fmt	typst_docs::example::FrameElem::fmt
fn	Debug	FrameElem::fmt	typst_html::FrameElem::fmt
fn	Debug	FrameFragment::fmt	typst_layout::math::fragment::FrameFragment::fmt
fn	Debug	FrameKind::fmt	typst_library::layout::frame::FrameKind::fmt
fn	Debug	FrameModifiers::fmt	typst_layout::modifiers::FrameModifiers::fmt
fn	Debug	FrameParent::fmt	typst_library::layout::frame::FrameParent::fmt
fn	Debug	FsPackages::fmt	typst_kit::packages::FsPackages::fmt
fn	Debug	FsRoot::fmt	typst_kit::files::FsRoot::fmt
fn	Debug	Geometry::fmt	typst_library::visualize::shape::Geometry::fmt
fn	Debug	Glyph::fmt	typst_library::text::item::Glyph::fmt
fn	Debug	GlyphFragment::fmt	typst_layout::math::fragment::glyph::GlyphFragment::fmt
fn	Debug	GlyphItem::fmt	typst_library::math::ir::item::GlyphItem::fmt
fn	Debug	GridCell::fmt	typst_library::layout::grid::GridCell::fmt
fn	Debug	GridCells::fmt	typst_pdf::tags::context::grid::GridCells::fmt
fn	Debug	GridChild::fmt	typst_library::layout::grid::GridChild::fmt
fn	Debug	GridCtx::fmt	typst_pdf::tags::context::grid::GridCtx::fmt
fn	Debug	GridEntry::fmt	typst_pdf::tags::context::grid::GridEntry::fmt
fn	Debug	GridFooter::fmt	typst_library::layout::grid::GridFooter::fmt
fn	Debug	GridHLine::fmt	typst_library::layout::grid::GridHLine::fmt
fn	Debug	GridHeader::fmt	typst_library::layout::grid::GridHeader::fmt
fn	Debug	GridItem::fmt	typst_library::layout::grid::GridItem::fmt
fn	Debug	GridVLine::fmt	typst_library::layout::grid::GridVLine::fmt
fn	Debug	Group::fmt	typst_pdf::tags::groups::Group::fmt
fn	Debug	GroupItem::fmt	typst_library::layout::frame::GroupItem::fmt
fn	Debug	GroupItem::fmt	typst_library::math::ir::item::GroupItem::fmt
fn	Debug	GroupKind::fmt	typst_pdf::tags::groups::GroupKind::fmt
fn	Debug	GroupingEffect::fmt	typst_realize::GroupingEffect::fmt
fn	Debug	Groups::fmt	typst_pdf::tags::groups::Groups::fmt
fn	Debug	HAlignment::fmt	typst_library::layout::align::HAlignment::fmt
fn	Debug	HElem::fmt	typst_library::layout::spacing::HElem::fmt
fn	Debug	Header::fmt	typst_library::layout::grid::resolve::Header::fmt
fn	Debug	HighlightElem::fmt	typst_library::text::deco::HighlightElem::fmt
fn	Debug	HintedString::fmt	typst_library::diag::HintedString::fmt
fn	Debug	HtmlAttr::fmt	typst_html::dom::HtmlAttr::<Debug>::fmt
fn	Debug	HtmlAttrs::fmt	typst_html::dom::HtmlAttrs::fmt
fn	Debug	HtmlDocument::fmt	typst_html::dom::HtmlDocument::fmt
fn	Debug	HtmlElem::fmt	typst_html::HtmlElem::fmt
fn	Debug	HtmlElement::fmt	typst_html::dom::HtmlElement::fmt
fn	Debug	HtmlFrame::fmt	typst_html::dom::HtmlFrame::fmt
fn	Debug	HtmlIntrospector::fmt	typst_html::introspect::HtmlIntrospector::fmt
fn	Debug	HtmlNode::fmt	typst_html::dom::HtmlNode::fmt
fn	Debug	HtmlOptions::fmt	typst_html::encode::HtmlOptions::fmt
fn	Debug	HtmlOutput::fmt	typst_html::document::HtmlOutput::fmt
fn	Debug	HtmlPosition::fmt	typst_library::introspection::position::HtmlPosition::fmt
fn	Debug	HtmlTag::fmt	typst_html::dom::HtmlTag::<Debug>::fmt
fn	Debug	Id::fmt	typst_pdf::tags::util::idvec::Id::fmt
fn	Debug	IdVec::fmt	typst_pdf::tags::util::idvec::IdVec::fmt
fn	Debug	Image::fmt	typst_library::visualize::image::Image::fmt
fn	Debug	ImageFit::fmt	typst_library::visualize::image::ImageFit::fmt
fn	Debug	ImageScaling::fmt	typst_library::visualize::image::ImageScaling::fmt
fn	Debug	IndexItem::fmt	typst_docs::search::IndexItem::fmt
fn	Debug	Inherit::fmt	typst_library::layout::frame::Inherit::fmt
fn	Debug	InlineCallback::fmt	typst_library::layout::container::callbacks::InlineCallback::fmt
fn	Debug	InlineElem::fmt	typst_library::layout::container::InlineElem::fmt
fn	Debug	InlineItem::fmt	typst_library::layout::container::InlineItem::fmt
fn	Debug	InnerHtmlPosition::fmt	typst_library::introspection::position::InnerHtmlPosition::fmt
fn	Debug	InternalBitFlags::fmt	typst_library::text::font::info::InternalBitFlags::<Debug>::fmt
fn	Debug	IntoStringError::fmt	typst_library::foundations::bytes::IntoStringError::fmt
fn	Debug	Introspection::fmt	typst_library::introspection::convergence::Introspection::fmt
fn	Debug	ItalicToggle::fmt	typst_library::text::ItalicToggle::fmt
fn	Debug	Item::fmt	typst_layout::inline::collect::Item::fmt
fn	Debug	ItemEntry::fmt	typst_layout::inline::line::ItemEntry::fmt
fn	Debug	Items::fmt	typst_layout::inline::line::Items::fmt
fn	Debug	Jump::fmt	typst_ide::jump::Jump::fmt
fn	Debug	JustificationLimits::fmt	typst_library::model::par::JustificationLimits::fmt
fn	Debug	Keywords::fmt	typst_library::model::document::Keywords::fmt
fn	Debug	LayoutElem::fmt	typst_library::layout::layout_::LayoutElem::fmt
fn	Debug	LazyHash::fmt	typst_utils::hash::LazyHash::fmt
fn	Debug	LeftRightAlternator::fmt	typst_library::math::LeftRightAlternator::fmt
fn	Debug	LibraryBuilder::fmt	typst_library::LibraryBuilder::fmt
fn	Debug	Limits::fmt	typst_library::math::attach::Limits::fmt
fn	Debug	Limits::fmt	typst_library::model::par::Limits::fmt
fn	Debug	LimitsElem::fmt	typst_library::math::attach::LimitsElem::fmt
fn	Debug	Line::fmt	typst_library::layout::grid::resolve::Line::fmt
fn	Debug	Line::fmt	typst_syntax::lines::Line::fmt
fn	Debug	LineCap::fmt	typst_library::visualize::stroke::LineCap::fmt
fn	Debug	LineChild::fmt	typst_layout::flow::collect::LineChild::fmt
fn	Debug	LineCol::fmt	typst_library::diag::LineCol::fmt
fn	Debug	LineElem::fmt	typst_library::visualize::line::LineElem::fmt
fn	Debug	LineItem::fmt	typst_library::math::ir::item::LineItem::fmt
fn	Debug	LineJoin::fmt	typst_library::visualize::stroke::LineJoin::fmt
fn	Debug	LineMetrics::fmt	typst_library::text::font::metrics::LineMetrics::fmt
fn	Debug	LineNumberingScope::fmt	typst_library::model::par::LineNumberingScope::fmt
fn	Debug	LinePosition::fmt	typst_library::layout::grid::resolve::LinePosition::fmt
fn	Debug	LineSegment::fmt	typst_layout::grid::lines::LineSegment::fmt
fn	Debug	LinearGradient::fmt	typst_library::visualize::gradient::LinearGradient::fmt
fn	Debug	Linebreaks::fmt	typst_library::model::par::Linebreaks::fmt
fn	Debug	LinkAnchorIntrospection::fmt	typst_library::model::link::LinkAnchorIntrospection::fmt
fn	Debug	LinkMarker::fmt	typst_library::model::link::LinkMarker::fmt
fn	Debug	List::fmt	typst_library::foundations::symbol::List::fmt
fn	Debug	ListCtx::fmt	typst_pdf::tags::context::list::ListCtx::fmt
fn	Debug	ListElem::fmt	typst_library::model::list::ListElem::fmt
fn	Debug	LoadError::fmt	typst_library::diag::LoadError::fmt
fn	Debug	LoadSource::fmt	typst_library::loading::LoadSource::fmt
fn	Debug	Loaded::fmt	typst_library::loading::Loaded::fmt
fn	Debug	Locale::fmt	typst_library::text::lang::Locale::fmt
fn	Debug	LocatableSelector::fmt	typst_library::foundations::selector::LocatableSelector::fmt
fn	Debug	LocatedGroup::fmt	typst_pdf::tags::groups::LocatedGroup::fmt
fn	Debug	Locator::fmt	typst_library::introspection::locator::Locator::fmt
fn	Debug	LogicalIndex::fmt	typst_layout::inline::line::LogicalIndex::fmt
fn	Debug	LrElem::fmt	typst_library::math::lr::LrElem::fmt
fn	Debug	ManualPageCounter::fmt	typst_library::introspection::counter::ManualPageCounter::fmt
fn	Debug	ManuallyHash::fmt	typst_utils::hash::ManuallyHash::fmt
fn	Debug	Margin::fmt	typst_library::layout::page::Margin::fmt
fn	Debug	MatElem::fmt	typst_library::math::matrix::MatElem::fmt
fn	Debug	MathAccess::fmt	typst_syntax::ast::MathAccess::fmt
fn	Debug	MathArg::fmt	typst_syntax::ast::MathArg::fmt
fn	Debug	MathArgItem::fmt	typst_syntax::ast::MathArgItem::fmt
fn	Debug	MathArgs::fmt	typst_syntax::ast::MathArgs::fmt
fn	Debug	MathCall::fmt	typst_syntax::ast::MathCall::fmt
fn	Debug	MathComponent::fmt	typst_library::math::ir::item::MathComponent::fmt
fn	Debug	MathFieldAccess::fmt	typst_syntax::ast::MathFieldAccess::fmt
fn	Debug	MathFragment::fmt	typst_layout::math::fragment::MathFragment::fmt
fn	Debug	MathItem::fmt	typst_library::math::ir::item::MathItem::fmt
fn	Debug	MathKind::fmt	typst_library::math::ir::item::MathKind::fmt
fn	Debug	MathProperties::fmt	typst_library::math::ir::item::MathProperties::fmt
fn	Debug	MathSize::fmt	typst_library::math::style::MathSize::fmt
fn	Debug	MathmlItem::fmt	typst_library::math::ir::item::MathmlItem::fmt
fn	Debug	MeasureIntrospection::fmt	typst_library::introspection::locator::MeasureIntrospection::fmt
fn	Debug	MidElem::fmt	typst_library::math::lr::MidElem::fmt
fn	Debug	ModeAfter::fmt	typst_syntax::kind::ModeAfter::fmt
fn	Debug	Modified::fmt	typst_library::foundations::symbol::Modified::fmt
fn	Debug	MoveElem::fmt	typst_library::layout::transform::MoveElem::fmt
fn	Debug	MultiChild::fmt	typst_layout::flow::collect::MultiChild::fmt
fn	Debug	MultiSpill::fmt	typst_layout::flow::collect::MultiSpill::fmt
fn	Debug	MultilineItem::fmt	typst_library::math::ir::item::MultilineItem::fmt
fn	Debug	NativeFuncData::fmt	typst_library::foundations::func::NativeFuncData::fmt
fn	Debug	NativeFuncPtr::fmt	typst_library::foundations::func::NativeFuncPtr::fmt
fn	Debug	NativeParamInfo::fmt	typst_library::foundations::func::NativeParamInfo::fmt
fn	Debug	NativeRuleMap::fmt	typst_library::foundations::styles::NativeRuleMap::fmt
fn	Debug	NativeShowRule::fmt	typst_library::foundations::styles::rule::NativeShowRule::fmt
fn	Debug	NativeTypeData::fmt	typst_library::foundations::ty::NativeTypeData::fmt
fn	Debug	Never::fmt	typst_library::foundations::cast::Never::fmt
fn	Debug	Node::fmt	typst_syntax::node::Node::fmt
fn	Debug	NoneValue::fmt	typst_library::foundations::none::NoneValue::fmt
fn	Debug	Num::fmt	typst_library::foundations::calc::Num::fmt
fn	Debug	NumberItem::fmt	typst_library::math::ir::item::NumberItem::fmt
fn	Debug	NumberType::fmt	typst_library::text::NumberType::fmt
fn	Debug	NumberWidth::fmt	typst_library::text::NumberWidth::fmt
fn	Debug	Numbering::fmt	typst_library::model::numbering_::Numbering::fmt
fn	Debug	NumberingPattern::fmt	typst_library::model::numbering_::NumberingPattern::fmt
fn	Debug	OneOrMultiple::fmt	typst_library::foundations::array::OneOrMultiple::fmt
fn	Debug	OpElem::fmt	typst_library::math::op::OpElem::fmt
fn	Debug	OuterHAlignment::fmt	typst_library::layout::align::OuterHAlignment::fmt
fn	Debug	OuterVAlignment::fmt	typst_library::layout::align::OuterVAlignment::fmt
fn	Debug	OutlineCtx::fmt	typst_pdf::tags::context::outline::OutlineCtx::fmt
fn	Debug	OutlineEntry::fmt	typst_library::model::outline::OutlineEntry::fmt
fn	Debug	OutlineNode::fmt	typst_library::model::outline::OutlineNode::fmt
fn	Debug	OutputFormat::fmt	typst_docs::args::OutputFormat::<Debug>::fmt
fn	Debug	OverbraceElem::fmt	typst_library::math::underover::OverbraceElem::fmt
fn	Debug	OverbracketElem::fmt	typst_library::math::underover::OverbracketElem::fmt
fn	Debug	OverparenElem::fmt	typst_library::math::underover::OverparenElem::fmt
fn	Debug	OvershellElem::fmt	typst_library::math::underover::OvershellElem::fmt
fn	Debug	PackageError::fmt	typst_library::diag::PackageError::<Debug>::fmt
fn	Debug	PackageInfo::fmt	typst_syntax::package::PackageInfo::fmt
fn	Debug	PackageManifest::fmt	typst_syntax::package::PackageManifest::fmt
fn	Debug	Packed::fmt	typst_library::foundations::content::packed::Packed::fmt
fn	Debug	PageElem::fmt	typst_library::layout::page::PageElem::fmt
fn	Debug	PageIntrospection::fmt	typst_library::introspection::location::PageIntrospection::fmt
fn	Debug	PageNumberingIntrospection::fmt	typst_library::introspection::location::PageNumberingIntrospection::fmt
fn	Debug	PageRanges::fmt	typst_library::layout::page::PageRanges::fmt
fn	Debug	PageSupplementIntrospection::fmt	typst_library::introspection::location::PageSupplementIntrospection::fmt
fn	Debug	PagedExtras::fmt	typst_bundle::PagedExtras::fmt
fn	Debug	PagedFormat::fmt	typst_library::model::document::PagedFormat::fmt
fn	Debug	PagedIntrospector::fmt	typst_layout::introspect::PagedIntrospector::fmt
fn	Debug	PagedPosition::fmt	typst_library::introspection::position::PagedPosition::fmt
fn	Debug	Paper::fmt	typst_library::layout::page::Paper::fmt
fn	Debug	ParElem::fmt	typst_library::model::par::ParElem::fmt
fn	Debug	ParLine::fmt	typst_library::model::par::ParLine::fmt
fn	Debug	ParLineMarker::fmt	typst_library::model::par::ParLineMarker::fmt
fn	Debug	ParSituation::fmt	typst_layout::inline::ParSituation::fmt
fn	Debug	ParamInfo::fmt	typst_library::foundations::func::ParamInfo::fmt
fn	Debug	ParbreakElem::fmt	typst_library::model::par::ParbreakElem::fmt
fn	Debug	PathError::fmt	typst_syntax::path::PathError::<Debug>::fmt
fn	Debug	PathIntrospection::fmt	typst_library::introspection::location::PathIntrospection::fmt
fn	Debug	PathOrStr::fmt	typst_library::foundations::path::PathOrStr::fmt
fn	Debug	PdfGlyph::fmt	typst_pdf::text::PdfGlyph::fmt
fn	Debug	PdfMarkerTag::fmt	typst_library::pdf::accessibility::PdfMarkerTag::fmt
fn	Debug	PdfMarkerTagKind::fmt	typst_library::pdf::accessibility::PdfMarkerTagKind::fmt
fn	Debug	PdfOptions::fmt	typst_pdf::PdfOptions::fmt
fn	Debug	PdfStandard::fmt	typst_pdf::PdfStandard::fmt
fn	Debug	PdfStandards::fmt	typst_pdf::PdfStandards::fmt
fn	Debug	PicoStr::fmt	typst_utils::pico::PicoStr::fmt
fn	Debug	PixelEncoding::fmt	typst_library::visualize::image::raster::PixelEncoding::fmt
fn	Debug	PixelFormat::fmt	typst_library::visualize::image::raster::PixelFormat::fmt
fn	Debug	PlacedChild::fmt	typst_layout::flow::collect::PlacedChild::fmt
fn	Debug	PlacementScope::fmt	typst_library::layout::place::PlacementScope::fmt
fn	Debug	Plugin::fmt	typst_library::foundations::plugin_::Plugin::fmt
fn	Debug	PolygonElem::fmt	typst_library::visualize::polygon::PolygonElem::fmt
fn	Debug	PositionIntrospection::fmt	typst_library::introspection::location::PositionIntrospection::fmt
fn	Debug	PositiveF64::fmt	typst_library::foundations::float::PositiveF64::fmt
fn	Debug	PrefixInfo::fmt	typst_library::model::outline::PrefixInfo::fmt
fn	Debug	PrimesElem::fmt	typst_library::math::attach::PrimesElem::fmt
fn	Debug	PrimesItem::fmt	typst_library::math::ir::item::PrimesItem::fmt
fn	Debug	PrioritzedStroke::fmt	typst_pdf::tags::context::table::PrioritzedStroke::fmt
fn	Debug	ProcessColor::fmt	typst_library::visualize::color::ProcessColor::fmt
fn	Debug	ProcessColorSpace::fmt	typst_library::visualize::color::ProcessColorSpace::fmt
fn	Debug	Progress::fmt	typst_kit::downloader::Progress::<Debug>::fmt
fn	Debug	ProgressDownloader::fmt	typst_kit::downloader::ProgressDownloader::fmt
fn	Debug	Properties::fmt	typst_html::css::encode::Properties::fmt
fn	Debug	PropertiesBuilder::fmt	typst_html::css::encode::PropertiesBuilder::fmt
fn	Debug	Property::fmt	typst_html::css::encode::Property::fmt
fn	Debug	Property::fmt	typst_library::foundations::styles::Property::fmt
fn	Debug	Protected::fmt	typst_utils::protected::Protected::fmt
fn	Debug	Quadrant::fmt	typst_library::layout::angle::Quadrant::fmt
fn	Debug	QueryFirstIntrospection::fmt	typst_library::introspection::query_::QueryFirstIntrospection::fmt
fn	Debug	QueryIntrospection::fmt	typst_library::introspection::query_::QueryIntrospection::fmt
fn	Debug	QueryLabelIntrospection::fmt	typst_library::introspection::query_::QueryLabelIntrospection::fmt
fn	Debug	QueryUniqueIntrospection::fmt	typst_library::introspection::query_::QueryUniqueIntrospection::fmt
fn	Debug	RadialGradient::fmt	typst_library::visualize::gradient::RadialGradient::fmt
fn	Debug	RadicalItem::fmt	typst_library::math::ir::item::RadicalItem::fmt
fn	Debug	RasterFormat::fmt	typst_library::visualize::image::raster::RasterFormat::fmt
fn	Debug	RawContent::fmt	typst_library::foundations::content::raw::RawContent::fmt
fn	Debug	RawContent::fmt	typst_library::text::raw::RawContent::fmt
fn	Debug	RawLine::fmt	typst_library::text::raw::RawLine::fmt
fn	Debug	RawMathItem::fmt	typst_library::math::ir::item::RawMathItem::fmt
fn	Debug	RawSyntax::fmt	typst_library::text::raw::RawSyntax::fmt
fn	Debug	RawTheme::fmt	typst_library::text::raw::RawTheme::fmt
fn	Debug	Readable::fmt	typst_library::loading::Readable::fmt
fn	Debug	RealizeError::fmt	typst_syntax::path::RealizeError::<Debug>::fmt
fn	Debug	Recipe::fmt	typst_library::foundations::styles::Recipe::fmt
fn	Debug	RecipeIndex::fmt	typst_library::foundations::styles::RecipeIndex::fmt
fn	Debug	RectElem::fmt	typst_library::visualize::shape::RectElem::fmt
fn	Debug	RefForm::fmt	typst_library::model::reference::RefForm::fmt
fn	Debug	RenderOptions::fmt	typst_render::RenderOptions::fmt
fn	Debug	Repeatable::fmt	typst_library::layout::grid::resolve::Repeatable::fmt
fn	Debug	ReportTextPos::fmt	typst_library::diag::ReportTextPos::fmt
fn	Debug	Resolved::fmt	typst_library::introspection::locator::Resolved::fmt
fn	Debug	ResolvedLink::fmt	typst_library::model::link::ResolvedLink::fmt
fn	Debug	ResolvedPicoStr::fmt	typst_utils::pico::ResolvedPicoStr::<Debug>::fmt
fn	Debug	ResolvedScript::fmt	typst_pdf::tags::tree::text::ResolvedScript::fmt
fn	Debug	ResolvedTextAttrs::fmt	typst_pdf::tags::tree::text::ResolvedTextAttrs::fmt
fn	Debug	ResolvedTextDeco::fmt	typst_pdf::tags::tree::text::ResolvedTextDeco::fmt
fn	Debug	RootElem::fmt	typst_library::math::root::RootElem::fmt
fn	Debug	RootedPath::fmt	typst_syntax::path::RootedPath::fmt
fn	Debug	RotateElem::fmt	typst_library::layout::transform::RotateElem::fmt
fn	Debug	Routines::fmt	typst_library::routines::Routines::fmt
fn	Debug	RowGroupKind::fmt	typst_library::layout::grid::resolve::RowGroupKind::fmt
fn	Debug	RowPiece::fmt	typst_layout::grid::layouter::RowPiece::fmt
fn	Debug	RowState::fmt	typst_layout::grid::layouter::RowState::fmt
fn	Debug	RowType::fmt	typst_library::loading::csv_::RowType::fmt
fn	Debug	Scalar::fmt	typst_utils::scalar::Scalar::<Debug>::fmt
fn	Debug	ScaleAmount::fmt	typst_library::layout::transform::ScaleAmount::fmt
fn	Debug	ScaleElem::fmt	typst_library::layout::transform::ScaleElem::fmt
fn	Debug	Scopes::fmt	typst_library::foundations::scope::Scopes::fmt
fn	Debug	ScriptKind::fmt	typst_library::text::shift::ScriptKind::fmt
fn	Debug	ScriptMetrics::fmt	typst_library::text::font::metrics::ScriptMetrics::fmt
fn	Debug	ScriptsElem::fmt	typst_library::math::attach::ScriptsElem::fmt
fn	Debug	ScriptsItem::fmt	typst_library::math::ir::item::ScriptsItem::fmt
fn	Debug	SearchIndex::fmt	typst_docs::search::SearchIndex::fmt
fn	Debug	Segment::fmt	typst_layout::inline::collect::Segment::fmt
fn	Debug	Segment::fmt	typst_syntax::path::Segment::fmt
fn	Debug	Separator::fmt	typst_html::css::encode::Separator::fmt
fn	Debug	SequenceElem::fmt	typst_library::foundations::content::SequenceElem::fmt
fn	Debug	Settable::fmt	typst_library::foundations::content::field::Settable::fmt
fn	Debug	Shape::fmt	typst_library::visualize::shape::Shape::fmt
fn	Debug	ShapedText::fmt	typst_layout::inline::shaping::ShapedText::fmt
fn	Debug	SharedFenceSizing::fmt	typst_library::math::ir::item::SharedFenceSizing::fmt
fn	Debug	ShiftSettings::fmt	typst_library::text::shift::ShiftSettings::fmt
fn	Debug	SingleChild::fmt	typst_layout::flow::collect::SingleChild::fmt
fn	Debug	Sizing::fmt	typst_library::layout::container::Sizing::fmt
fn	Debug	SkewElem::fmt	typst_library::layout::transform::SkewElem::fmt
fn	Debug	SkewedFractionItem::fmt	typst_library::math::ir::item::SkewedFractionItem::fmt
fn	Debug	SmallBitSet::fmt	typst_utils::bitset::SmallBitSet::fmt
fn	Debug	Smallcaps::fmt	typst_library::text::smallcaps_::Smallcaps::fmt
fn	Debug	SmallcapsElem::fmt	typst_library::text::smallcaps_::SmallcapsElem::fmt
fn	Debug	Smart::fmt	typst_library::foundations::auto::Smart::fmt
fn	Debug	SmartQuoteDict::fmt	typst_library::text::smartquote::SmartQuoteDict::fmt
fn	Debug	SmartQuoteSet::fmt	typst_library::text::smartquote::SmartQuoteSet::fmt
fn	Debug	SmartQuoter::fmt	typst_library::text::smartquote::SmartQuoter::fmt
fn	Debug	SpaceElem::fmt	typst_library::text::space::SpaceElem::fmt
fn	Debug	SpaceState::fmt	typst_realize::spaces::SpaceState::fmt
fn	Debug	Spacing::fmt	typst_library::layout::spacing::Spacing::fmt
fn	Debug	SpanKind::fmt	typst_syntax::span::SpanKind::fmt
fn	Debug	SpanNumber::fmt	typst_syntax::span::SpanNumber::fmt
fn	Debug	SpecificAlignment::fmt	typst_library::layout::align::SpecificAlignment::fmt
fn	Debug	SpotColor::fmt	typst_library::visualize::color::SpotColor::fmt
fn	Debug	SpotColorant::fmt	typst_library::visualize::color::SpotColorant::fmt
fn	Debug	SpotColorantName::fmt	typst_library::visualize::color::SpotColorantName::fmt
fn	Debug	SquareElem::fmt	typst_library::visualize::shape::SquareElem::fmt
fn	Debug	StackChild::fmt	typst_library::layout::stack::StackChild::fmt
fn	Debug	StackEntry::fmt	typst_pdf::tags::tree::build::StackEntry::fmt
fn	Debug	StateAtIntrospection::fmt	typst_library::introspection::state::StateAtIntrospection::fmt
fn	Debug	StateFinalIntrospection::fmt	typst_library::introspection::state::StateFinalIntrospection::fmt
fn	Debug	Static::fmt	typst_utils::Static::fmt
fn	Debug	StrPattern::fmt	typst_library::foundations::str::StrPattern::fmt
fn	Debug	StrSide::fmt	typst_library::foundations::str::StrSide::fmt
fn	Debug	Stretch::fmt	typst_library::math::ir::item::Stretch::fmt
fn	Debug	StretchElem::fmt	typst_library::math::attach::StretchElem::fmt
fn	Debug	StretchInfo::fmt	typst_library::math::ir::item::StretchInfo::fmt
fn	Debug	StrokePriority::fmt	typst_layout::grid::lines::StrokePriority::fmt
fn	Debug	StrokePriority::fmt	typst_pdf::tags::context::table::StrokePriority::fmt
fn	Debug	StyledElem::fmt	typst_library::foundations::content::StyledElem::fmt
fn	Debug	StylisticSets::fmt	typst_library::text::StylisticSets::fmt
fn	Debug	SubElem::fmt	typst_library::text::shift::SubElem::fmt
fn	Debug	SubRange::fmt	typst_syntax::span::SubRange::fmt
fn	Debug	SubgroupIndex::fmt	typst_library::model::bibliography::SubgroupIndex::fmt
fn	Debug	SuperElem::fmt	typst_library::text::shift::SuperElem::fmt
fn	Debug	Supplement::fmt	typst_library::model::reference::Supplement::fmt
fn	Debug	SvgOptions::fmt	typst_svg::SvgOptions::fmt
fn	Debug	SymbolElem::fmt	typst_library::foundations::symbol::SymbolElem::fmt
fn	Debug	SymbolInner::fmt	typst_library::foundations::symbol::SymbolInner::fmt
fn	Debug	SyntaxDiagnostic::fmt	typst_syntax::node::SyntaxDiagnostic::fmt
fn	Debug	SystemDownloader::fmt	typst_kit::downloader::SystemDownloader::fmt
fn	Debug	SystemPackages::fmt	typst_kit::packages::SystemPackages::fmt
fn	Debug	TableCell::fmt	typst_library::model::table::TableCell::fmt
fn	Debug	TableCellData::fmt	typst_pdf::tags::context::table::TableCellData::fmt
fn	Debug	TableCellKind::fmt	typst_library::pdf::accessibility::TableCellKind::fmt
fn	Debug	TableChild::fmt	typst_library::model::table::TableChild::fmt
fn	Debug	TableCtx::fmt	typst_pdf::tags::context::table::TableCtx::fmt
fn	Debug	TableFooter::fmt	typst_library::model::table::TableFooter::fmt
fn	Debug	TableHLine::fmt	typst_library::model::table::TableHLine::fmt
fn	Debug	TableHeader::fmt	typst_library::model::table::TableHeader::fmt
fn	Debug	TableHeaderScope::fmt	typst_library::pdf::accessibility::TableHeaderScope::fmt
fn	Debug	TableItem::fmt	typst_library::math::ir::item::TableItem::fmt
fn	Debug	TableItem::fmt	typst_library::model::table::TableItem::fmt
fn	Debug	TableVLine::fmt	typst_library::model::table::TableVLine::fmt
fn	Debug	TagElem::fmt	typst_library::introspection::tag::TagElem::fmt
fn	Debug	TagFlags::fmt	typst_library::introspection::tag::TagFlags::fmt
fn	Debug	TagNode::fmt	typst_pdf::tags::resolve::TagNode::fmt
fn	Debug	TagStack::fmt	typst_pdf::tags::tree::build::TagStack::fmt
fn	Debug	TagStorage::fmt	typst_pdf::tags::groups::TagStorage::fmt
fn	Debug	Target::fmt	typst_library::foundations::target_::Target::fmt
fn	Debug	TargetElem::fmt	typst_library::foundations::target_::TargetElem::fmt
fn	Debug	Tempdir::fmt	typst_kit::packages::Tempdir::fmt
fn	Debug	TemplateInfo::fmt	typst_syntax::package::TemplateInfo::fmt
fn	Debug	TextAttr::fmt	typst_pdf::tags::tree::text::TextAttr::fmt
fn	Debug	TextAttrs::fmt	typst_pdf::tags::tree::text::TextAttrs::fmt
fn	Debug	TextDecoKind::fmt	typst_pdf::tags::tree::text::TextDecoKind::fmt
fn	Debug	TextDir::fmt	typst_library::text::TextDir::fmt
fn	Debug	TextEdgeBounds::fmt	typst_library::text::font::metrics::TextEdgeBounds::fmt
fn	Debug	TextElem::fmt	typst_library::text::TextElem::fmt
fn	Debug	TextItem::fmt	typst_library::math::ir::item::TextItem::fmt
fn	Debug	TextItem::fmt	typst_library::text::item::TextItem::fmt
fn	Debug	TextParams::fmt	typst_pdf::tags::tree::text::TextParams::fmt
fn	Debug	TextSize::fmt	typst_library::text::TextSize::fmt
fn	Debug	TilingInner::fmt	typst_library::visualize::tiling::TilingInner::fmt
fn	Debug	Timestamp::fmt	typst_pdf::metadata::Timestamp::fmt
fn	Debug	Timezone::fmt	typst_pdf::metadata::Timezone::fmt
fn	Debug	TitleElem::fmt	typst_library::model::title::TitleElem::fmt
fn	Debug	ToolInfo::fmt	typst_syntax::package::ToolInfo::fmt
fn	Debug	Tooltip::fmt	typst_ide::tooltip::Tooltip::fmt
fn	Debug	TopEdge::fmt	typst_library::text::TopEdge::fmt
fn	Debug	TopEdgeMetric::fmt	typst_library::text::TopEdgeMetric::fmt
fn	Debug	TrackSizings::fmt	typst_library::layout::grid::TrackSizings::fmt
fn	Debug	Transform::fmt	typst_library::layout::transform::Transform::fmt
