path	probe_id	profiles	runtime_class_by_profile	previous_class	transition	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_sha256	consumer_unique	consumer_prompt_hash	language_observable	normative_intent	normative_evidence	causal_hypothesis	refutation	gate_class	universe	canonical_route	cohort_id	historical_cohort_only	measurement_ref
math.arrow.b.turn	p1322-path-math.arrow.b.turn	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.b.turn), repr(math.arrow.b.turn)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.b.turn		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.b.turn
math.arrow.b.twohead	p1322-path-math.arrow.b.twohead	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.b.twohead), repr(math.arrow.b.twohead)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.b.twohead		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.b.twohead
math.arrow.bl	p1322-path-math.arrow.bl	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.bl), repr(math.arrow.bl)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.bl		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.bl
math.arrow.bl.bar	p1322-path-math.arrow.bl.bar	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.bl.bar), repr(math.arrow.bl.bar)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.bl.bar		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.bl.bar
math.arrow.bl.double	p1322-path-math.arrow.bl.double	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.bl.double), repr(math.arrow.bl.double)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.bl.double		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.bl.double
math.arrow.bl.filled	p1322-path-math.arrow.bl.filled	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.bl.filled), repr(math.arrow.bl.filled)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.bl.filled		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.bl.filled
math.arrow.bl.hook	p1322-path-math.arrow.bl.hook	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.bl.hook), repr(math.arrow.bl.hook)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.bl.hook		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.bl.hook
math.arrow.bl.stroked	p1322-path-math.arrow.bl.stroked	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.bl.stroked), repr(math.arrow.bl.stroked)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.bl.stroked		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.bl.stroked
math.arrow.br	p1322-path-math.arrow.br	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.br), repr(math.arrow.br)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.br		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.br
math.arrow.br.bar	p1322-path-math.arrow.br.bar	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.br.bar), repr(math.arrow.br.bar)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.br.bar		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.br.bar
math.arrow.br.double	p1322-path-math.arrow.br.double	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.br.double), repr(math.arrow.br.double)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.br.double		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.br.double
math.arrow.br.filled	p1322-path-math.arrow.br.filled	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.br.filled), repr(math.arrow.br.filled)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.br.filled		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.br.filled
math.arrow.br.hook	p1322-path-math.arrow.br.hook	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.br.hook), repr(math.arrow.br.hook)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.br.hook		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.br.hook
math.arrow.br.stroked	p1322-path-math.arrow.br.stroked	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.br.stroked), repr(math.arrow.br.stroked)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.br.stroked		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.br.stroked
math.arrow.ccw	p1322-path-math.arrow.ccw	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.ccw), repr(math.arrow.ccw)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.ccw		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.ccw
math.arrow.ccw.half	p1322-path-math.arrow.ccw.half	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.ccw.half), repr(math.arrow.ccw.half)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.ccw.half		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.ccw.half
math.arrow.cw	p1322-path-math.arrow.cw	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.cw), repr(math.arrow.cw)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.cw		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.cw
math.arrow.cw.half	p1322-path-math.arrow.cw.half	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.cw.half), repr(math.arrow.cw.half)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.cw.half		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.cw.half
math.arrow.l	p1322-path-math.arrow.l	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.l), repr(math.arrow.l)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.l		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.l
math.arrow.l.bar	p1322-path-math.arrow.l.bar	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.l.bar), repr(math.arrow.l.bar)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.l.bar		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.l.bar
math.arrow.l.curve	p1322-path-math.arrow.l.curve	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.l.curve), repr(math.arrow.l.curve)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.l.curve		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.l.curve
math.arrow.l.dashed	p1322-path-math.arrow.l.dashed	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.l.dashed), repr(math.arrow.l.dashed)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.l.dashed		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.l.dashed
math.arrow.l.dotted	p1322-path-math.arrow.l.dotted	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1140	lab/typst-original/crates/typst-library/src/math/mod.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(math.arrow.l.dotted), repr(math.arrow.l.dotted)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/structural/math.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.arrow.l.dotted		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-math.arrow.l.dotted
