probe_id	fixture_id	mesh	side	t	boundary	verdict	value	boundary_delta	alpha_delta	serialized	witness
P012	regression-linear-oklab-alpha-last-tall-fill	4096	plus	1	B02_CRYSTALLINE_SAMPLE	Measured	"[""56.22%"",""-0.04972836375236511"",""-0.1701623797416687"",""40%""]"	0			public components().map(repr)
P012	regression-linear-oklab-alpha-last-tall-fill	4096	plus	1	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P012	regression-linear-oklab-alpha-last-tall-fill	4096	plus	1	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P012	regression-linear-oklab-alpha-last-tall-fill	4096	plus	1	B05_U8_QUANTIZATION	Measured-output-only	[0.0,0.4549019607843137,0.8509803921568627,0.4]			#0074d9|0.4;#0074d9|0.4;u=0	interpolation of emitted quantized endpoints
P012	regression-linear-oklab-alpha-last-tall-fill	4096	plus	1	B06_CSS_SERIALIZATION	Measured-output-only	[0.0,0.4549019607843137,0.8509803921568627,0.4]			#0074d9|0.4;#0074d9|0.4;u=0	#0074d9|0.4;#0074d9|0.4;u=0
P012	regression-linear-oklab-alpha-last-tall-fill	4096	plus	1	B07_CSS_REPARSE	Measured-output-only	[0.0,0.4549019607843137,0.8509803921568627,0.4]			#0074d9|0.4;#0074d9|0.4;u=0	#RRGGBB/#RRGGBBAA output parser
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	minus	0.369140525	B01_VANILLA_SAMPLE	Measured	"[""73.94%"",""-0.17809513211250305"",""0.12859180569648743"",""40.14%""]"				public components().map(repr)
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	minus	0.369140525	B02_CRYSTALLINE_SAMPLE	Measured	"[""73.94%"",""-0.17809513211250305"",""0.12859180569648743"",""40.14%""]"	0			public components().map(repr)
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	minus	0.369140525	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	minus	0.369140525	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	minus	0.369140525	B05_U8_QUANTIZATION	Measured-output-only	[0.18797123213591316,0.7994169942097563,0.25098039215686274,0.40116601154259207]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.85133352348785751	interpolation of emitted quantized endpoints
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	minus	0.369140525	B06_CSS_SERIALIZATION	Measured-output-only	[0.18797123213591316,0.7994169942097563,0.25098039215686274,0.40116601154259207]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.85133352348785751	#3bcb40|0.407843137;#2ecc40|0.4;u=0.85133352348785751
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	minus	0.369140525	B07_CSS_REPARSE	Measured-output-only	[0.18797123213591316,0.7994169942097563,0.25098039215686274,0.40116601154259207]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.85133352348785751	#RRGGBB/#RRGGBBAA output parser
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	exact	0.369140625	B01_VANILLA_SAMPLE	Measured	"[""73.94%"",""-0.1780952364206314"",""0.12859180569648743"",""40.14%""]"				public components().map(repr)
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	exact	0.369140625	B02_CRYSTALLINE_SAMPLE	Measured	"[""73.94%"",""-0.1780952364206314"",""0.12859180569648743"",""40.14%""]"	0			public components().map(repr)
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	exact	0.369140625	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	exact	0.369140625	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	exact	0.369140625	B05_U8_QUANTIZATION	Measured-output-only	[0.18797035031489656,0.7994170620421422,0.25098039215686274,0.4011658758778247]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.8513508207462599	interpolation of emitted quantized endpoints
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	exact	0.369140625	B06_CSS_SERIALIZATION	Measured-output-only	[0.18797035031489656,0.7994170620421422,0.25098039215686274,0.4011658758778247]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.8513508207462599	#3bcb40|0.407843137;#2ecc40|0.4;u=0.8513508207462599
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	exact	0.369140625	B07_CSS_REPARSE	Measured-output-only	[0.18797035031489656,0.7994170620421422,0.25098039215686274,0.4011658758778247]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.8513508207462599	#RRGGBB/#RRGGBBAA output parser
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	plus	0.369140725	B01_VANILLA_SAMPLE	Measured	"[""73.94%"",""-0.17809532582759857"",""0.12859180569648743"",""40.14%""]"				public components().map(repr)
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	plus	0.369140725	B02_CRYSTALLINE_SAMPLE	Measured	"[""73.94%"",""-0.17809532582759857"",""0.12859180569648743"",""40.14%""]"	0			public components().map(repr)
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	plus	0.369140725	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	plus	0.369140725	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	plus	0.369140725	B05_U8_QUANTIZATION	Measured-output-only	[0.18796946849387997,0.7994171298745281,0.25098039215686274,0.4011657402130573]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.85136811800466228	interpolation of emitted quantized endpoints
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	plus	0.369140725	B06_CSS_SERIALIZATION	Measured-output-only	[0.18796946849387997,0.7994171298745281,0.25098039215686274,0.4011657402130573]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.85136811800466228	#3bcb40|0.407843137;#2ecc40|0.4;u=0.85136811800466228
P013	regression-linear-oklab-alpha-mid-wide-stroke	2048	plus	0.369140725	B07_CSS_REPARSE	Measured-output-only	[0.18796946849387997,0.7994171298745281,0.25098039215686274,0.4011657402130573]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.85136811800466228	#RRGGBB/#RRGGBBAA output parser
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	minus	0.369140525	B01_VANILLA_SAMPLE	Measured	"[""73.94%"",""-0.17809513211250305"",""0.12859180569648743"",""40.14%""]"				public components().map(repr)
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	minus	0.369140525	B02_CRYSTALLINE_SAMPLE	Measured	"[""73.94%"",""-0.17809513211250305"",""0.12859180569648743"",""40.14%""]"	0			public components().map(repr)
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	minus	0.369140525	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	minus	0.369140525	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	minus	0.369140525	B05_U8_QUANTIZATION	Measured-output-only	[0.18797123213591316,0.7994169942097563,0.25098039215686274,0.40116601154259207]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.85133352348785751	interpolation of emitted quantized endpoints
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	minus	0.369140525	B06_CSS_SERIALIZATION	Measured-output-only	[0.18797123213591316,0.7994169942097563,0.25098039215686274,0.40116601154259207]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.85133352348785751	#3bcb40|0.407843137;#2ecc40|0.4;u=0.85133352348785751
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	minus	0.369140525	B07_CSS_REPARSE	Measured-output-only	[0.18797123213591316,0.7994169942097563,0.25098039215686274,0.40116601154259207]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.85133352348785751	#RRGGBB/#RRGGBBAA output parser
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	exact	0.369140625	B01_VANILLA_SAMPLE	Measured	"[""73.94%"",""-0.1780952364206314"",""0.12859180569648743"",""40.14%""]"				public components().map(repr)
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	exact	0.369140625	B02_CRYSTALLINE_SAMPLE	Measured	"[""73.94%"",""-0.1780952364206314"",""0.12859180569648743"",""40.14%""]"	0			public components().map(repr)
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	exact	0.369140625	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	exact	0.369140625	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	exact	0.369140625	B05_U8_QUANTIZATION	Measured-output-only	[0.18797035031489656,0.7994170620421422,0.25098039215686274,0.4011658758778247]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.8513508207462599	interpolation of emitted quantized endpoints
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	exact	0.369140625	B06_CSS_SERIALIZATION	Measured-output-only	[0.18797035031489656,0.7994170620421422,0.25098039215686274,0.4011658758778247]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.8513508207462599	#3bcb40|0.407843137;#2ecc40|0.4;u=0.8513508207462599
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	exact	0.369140625	B07_CSS_REPARSE	Measured-output-only	[0.18797035031489656,0.7994170620421422,0.25098039215686274,0.4011658758778247]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.8513508207462599	#RRGGBB/#RRGGBBAA output parser
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	plus	0.369140725	B01_VANILLA_SAMPLE	Measured	"[""73.94%"",""-0.17809532582759857"",""0.12859180569648743"",""40.14%""]"				public components().map(repr)
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	plus	0.369140725	B02_CRYSTALLINE_SAMPLE	Measured	"[""73.94%"",""-0.17809532582759857"",""0.12859180569648743"",""40.14%""]"	0			public components().map(repr)
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	plus	0.369140725	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	plus	0.369140725	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	plus	0.369140725	B05_U8_QUANTIZATION	Measured-output-only	[0.18796946849387997,0.7994171298745281,0.25098039215686274,0.4011657402130573]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.85136811800466228	interpolation of emitted quantized endpoints
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	plus	0.369140725	B06_CSS_SERIALIZATION	Measured-output-only	[0.18796946849387997,0.7994171298745281,0.25098039215686274,0.4011657402130573]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.85136811800466228	#3bcb40|0.407843137;#2ecc40|0.4;u=0.85136811800466228
P014	regression-linear-oklab-alpha-mid-wide-stroke	4096	plus	0.369140725	B07_CSS_REPARSE	Measured-output-only	[0.18796946849387997,0.7994171298745281,0.25098039215686274,0.4011657402130573]			#3bcb40|0.407843137;#2ecc40|0.4;u=0.85136811800466228	#RRGGBB/#RRGGBBAA output parser
P015	regression-linear-oklab-base-square-fill	2048	minus	0.55419911875000005	B01_VANILLA_SAMPLE	Measured	"[""68.77%"",""-0.14118580520153046"",""0.04127580299973488"",""100%""]"				public components().map(repr)
P015	regression-linear-oklab-base-square-fill	2048	minus	0.55419911875000005	B02_CRYSTALLINE_SAMPLE	Measured	"[""68.77%"",""-0.14118580520153046"",""0.04127580299973488"",""100%""]"	0			public components().map(repr)
P015	regression-linear-oklab-base-square-fill	2048	minus	0.55419911875000005	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P015	regression-linear-oklab-base-square-fill	2048	minus	0.55419911875000005	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P015	regression-linear-oklab-base-square-fill	2048	minus	0.55419911875000005	B05_U8_QUANTIZATION	Measured-output-only	[0.007574754952131984,0.714853758203382,0.5050224672366428,1.0]			#03b77f|;#00b584|;u=0.35614582906878134	interpolation of emitted quantized endpoints
P015	regression-linear-oklab-base-square-fill	2048	minus	0.55419911875000005	B06_CSS_SERIALIZATION	Measured-output-only	[0.007574754952131984,0.714853758203382,0.5050224672366428,1.0]			#03b77f|;#00b584|;u=0.35614582906878134	#03b77f|;#00b584|;u=0.35614582906878134
P015	regression-linear-oklab-base-square-fill	2048	minus	0.55419911875000005	B07_CSS_REPARSE	Measured-output-only	[0.007574754952131984,0.714853758203382,0.5050224672366428,1.0]			#03b77f|;#00b584|;u=0.35614582906878134	#RRGGBB/#RRGGBBAA output parser
P015	regression-linear-oklab-base-square-fill	2048	exact	0.55419921875	B01_VANILLA_SAMPLE	Measured	"[""68.77%"",""-0.14118579030036926"",""0.041275754570961"",""100%""]"				public components().map(repr)
P015	regression-linear-oklab-base-square-fill	2048	exact	0.55419921875	B02_CRYSTALLINE_SAMPLE	Measured	"[""68.77%"",""-0.14118579030036926"",""0.041275754570961"",""100%""]"	0			public components().map(repr)
P015	regression-linear-oklab-base-square-fill	2048	exact	0.55419921875	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P015	regression-linear-oklab-base-square-fill	2048	exact	0.55419921875	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P015	regression-linear-oklab-base-square-fill	2048	exact	0.55419921875	B05_U8_QUANTIZATION	Measured-output-only	[0.0075746951948168694,0.714853718365172,0.505022566832168,1.0]			#03b77f|;#00b584|;u=0.35615090844056602	interpolation of emitted quantized endpoints
P015	regression-linear-oklab-base-square-fill	2048	exact	0.55419921875	B06_CSS_SERIALIZATION	Measured-output-only	[0.0075746951948168694,0.714853718365172,0.505022566832168,1.0]			#03b77f|;#00b584|;u=0.35615090844056602	#03b77f|;#00b584|;u=0.35615090844056602
P015	regression-linear-oklab-base-square-fill	2048	exact	0.55419921875	B07_CSS_REPARSE	Measured-output-only	[0.0075746951948168694,0.714853718365172,0.505022566832168,1.0]			#03b77f|;#00b584|;u=0.35615090844056602	#RRGGBB/#RRGGBBAA output parser
P015	regression-linear-oklab-base-square-fill	2048	plus	0.55419931874999995	B01_VANILLA_SAMPLE	Measured	"[""68.77%"",""-0.14118577539920807"",""0.04127570986747742"",""100%""]"				public components().map(repr)
P015	regression-linear-oklab-base-square-fill	2048	plus	0.55419931874999995	B02_CRYSTALLINE_SAMPLE	Measured	"[""68.77%"",""-0.14118577539920807"",""0.04127570986747742"",""100%""]"	0			public components().map(repr)
P015	regression-linear-oklab-base-square-fill	2048	plus	0.55419931874999995	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P015	regression-linear-oklab-base-square-fill	2048	plus	0.55419931874999995	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P015	regression-linear-oklab-base-square-fill	2048	plus	0.55419931874999995	B05_U8_QUANTIZATION	Measured-output-only	[0.007574635437501755,0.7148536785269619,0.5050226664276931,1.0]			#03b77f|;#00b584|;u=0.35615598781235075	interpolation of emitted quantized endpoints
P015	regression-linear-oklab-base-square-fill	2048	plus	0.55419931874999995	B06_CSS_SERIALIZATION	Measured-output-only	[0.007574635437501755,0.7148536785269619,0.5050226664276931,1.0]			#03b77f|;#00b584|;u=0.35615598781235075	#03b77f|;#00b584|;u=0.35615598781235075
P015	regression-linear-oklab-base-square-fill	2048	plus	0.55419931874999995	B07_CSS_REPARSE	Measured-output-only	[0.007574635437501755,0.7148536785269619,0.5050226664276931,1.0]			#03b77f|;#00b584|;u=0.35615598781235075	#RRGGBB/#RRGGBBAA output parser
P016	regression-linear-oklab-base-square-fill	4096	minus	0.55541982187500005	B01_VANILLA_SAMPLE	Measured	"[""68.74%"",""-0.14093537628650665"",""0.04069684073328972"",""100%""]"				public components().map(repr)
P016	regression-linear-oklab-base-square-fill	4096	minus	0.55541982187500005	B02_CRYSTALLINE_SAMPLE	Measured	"[""68.74%"",""-0.14093537628650665"",""0.04069684073328972"",""100%""]"	0			public components().map(repr)
P016	regression-linear-oklab-base-square-fill	4096	minus	0.55541982187500005	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P016	regression-linear-oklab-base-square-fill	4096	minus	0.55541982187500005	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P016	regression-linear-oklab-base-square-fill	4096	minus	0.55541982187500005	B05_U8_QUANTIZATION	Measured-output-only	[0.006845295538735725,0.7143674519277846,0.5062382329256365,1.0]			#03b77f|;#00b584|;u=0.41814987920746333	interpolation of emitted quantized endpoints
P016	regression-linear-oklab-base-square-fill	4096	minus	0.55541982187500005	B06_CSS_SERIALIZATION	Measured-output-only	[0.006845295538735725,0.7143674519277846,0.5062382329256365,1.0]			#03b77f|;#00b584|;u=0.41814987920746333	#03b77f|;#00b584|;u=0.41814987920746333
P016	regression-linear-oklab-base-square-fill	4096	minus	0.55541982187500005	B07_CSS_REPARSE	Measured-output-only	[0.006845295538735725,0.7143674519277846,0.5062382329256365,1.0]			#03b77f|;#00b584|;u=0.41814987920746333	#RRGGBB/#RRGGBBAA output parser
P016	regression-linear-oklab-base-square-fill	4096	exact	0.555419921875	B01_VANILLA_SAMPLE	Measured	"[""68.74%"",""-0.14093536138534546"",""0.04069679230451584"",""100%""]"				public components().map(repr)
P016	regression-linear-oklab-base-square-fill	4096	exact	0.555419921875	B02_CRYSTALLINE_SAMPLE	Measured	"[""68.74%"",""-0.14093536138534546"",""0.04069679230451584"",""100%""]"	0			public components().map(repr)
P016	regression-linear-oklab-base-square-fill	4096	exact	0.555419921875	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P016	regression-linear-oklab-base-square-fill	4096	exact	0.555419921875	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P016	regression-linear-oklab-base-square-fill	4096	exact	0.555419921875	B05_U8_QUANTIZATION	Measured-output-only	[0.006845235781420611,0.7143674120895745,0.5062383325211617,1.0]			#03b77f|;#00b584|;u=0.418154958579248	interpolation of emitted quantized endpoints
P016	regression-linear-oklab-base-square-fill	4096	exact	0.555419921875	B06_CSS_SERIALIZATION	Measured-output-only	[0.006845235781420611,0.7143674120895745,0.5062383325211617,1.0]			#03b77f|;#00b584|;u=0.418154958579248	#03b77f|;#00b584|;u=0.418154958579248
P016	regression-linear-oklab-base-square-fill	4096	exact	0.555419921875	B07_CSS_REPARSE	Measured-output-only	[0.006845235781420611,0.7143674120895745,0.5062383325211617,1.0]			#03b77f|;#00b584|;u=0.418154958579248	#RRGGBB/#RRGGBBAA output parser
P016	regression-linear-oklab-base-square-fill	4096	plus	0.55542002187499995	B01_VANILLA_SAMPLE	Measured	"[""68.74%"",""-0.14093533158302307"",""0.040696751326322556"",""100%""]"				public components().map(repr)
P016	regression-linear-oklab-base-square-fill	4096	plus	0.55542002187499995	B02_CRYSTALLINE_SAMPLE	Measured	"[""68.74%"",""-0.14093533158302307"",""0.040696751326322556"",""100%""]"	0			public components().map(repr)
P016	regression-linear-oklab-base-square-fill	4096	plus	0.55542002187499995	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P016	regression-linear-oklab-base-square-fill	4096	plus	0.55542002187499995	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P016	regression-linear-oklab-base-square-fill	4096	plus	0.55542002187499995	B05_U8_QUANTIZATION	Measured-output-only	[0.0068451760241054985,0.7143673722513645,0.506238432116687,1.0]			#03b77f|;#00b584|;u=0.41816003795103268	interpolation of emitted quantized endpoints
P016	regression-linear-oklab-base-square-fill	4096	plus	0.55542002187499995	B06_CSS_SERIALIZATION	Measured-output-only	[0.0068451760241054985,0.7143673722513645,0.506238432116687,1.0]			#03b77f|;#00b584|;u=0.41816003795103268	#03b77f|;#00b584|;u=0.41816003795103268
P016	regression-linear-oklab-base-square-fill	4096	plus	0.55542002187499995	B07_CSS_REPARSE	Measured-output-only	[0.0068451760241054985,0.7143673722513645,0.506238432116687,1.0]			#03b77f|;#00b584|;u=0.41816003795103268	#RRGGBB/#RRGGBBAA output parser
P017	regression-linear-oklab-coincident-tall-fill	2048	minus	0.29443349375	B01_VANILLA_SAMPLE	Measured	"[""68.74%"",""-0.14092035591602325"",""0.04066208377480507"",""100%""]"				public components().map(repr)
P017	regression-linear-oklab-coincident-tall-fill	2048	minus	0.29443349375	B02_CRYSTALLINE_SAMPLE	Measured	"[""68.74%"",""-0.14092035591602325"",""0.04066208377480507"",""100%""]"	0			public components().map(repr)
P017	regression-linear-oklab-coincident-tall-fill	2048	minus	0.29443349375	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P017	regression-linear-oklab-coincident-tall-fill	2048	minus	0.29443349375	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P017	regression-linear-oklab-coincident-tall-fill	2048	minus	0.29443349375	B05_U8_QUANTIZATION	Measured-output-only	[0.006801508235294119,0.7143382603921569,0.506311211764706,1.0]			#03b77f|;#00b584|;u=0.42187179999999991	interpolation of emitted quantized endpoints
P017	regression-linear-oklab-coincident-tall-fill	2048	minus	0.29443349375	B06_CSS_SERIALIZATION	Measured-output-only	[0.006801508235294119,0.7143382603921569,0.506311211764706,1.0]			#03b77f|;#00b584|;u=0.42187179999999991	#03b77f|;#00b584|;u=0.42187179999999991
P017	regression-linear-oklab-coincident-tall-fill	2048	minus	0.29443349375	B07_CSS_REPARSE	Measured-output-only	[0.006801508235294119,0.7143382603921569,0.506311211764706,1.0]			#03b77f|;#00b584|;u=0.42187179999999991	#RRGGBB/#RRGGBBAA output parser
P017	regression-linear-oklab-coincident-tall-fill	2048	exact	0.29443359375	B01_VANILLA_SAMPLE	Measured	"[""68.74%"",""-0.14092034101486206"",""0.04066205397248268"",""100%""]"				public components().map(repr)
P017	regression-linear-oklab-coincident-tall-fill	2048	exact	0.29443359375	B02_CRYSTALLINE_SAMPLE	Measured	"[""68.74%"",""-0.14092034101486206"",""0.04066205397248268"",""100%""]"	0			public components().map(repr)
P017	regression-linear-oklab-coincident-tall-fill	2048	exact	0.29443359375	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P017	regression-linear-oklab-coincident-tall-fill	2048	exact	0.29443359375	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P017	regression-linear-oklab-coincident-tall-fill	2048	exact	0.29443359375	B05_U8_QUANTIZATION	Measured-output-only	[0.006801470588235294,0.7143382352941177,0.506311274509804,1.0]			#03b77f|;#00b584|;u=0.421875	interpolation of emitted quantized endpoints
P017	regression-linear-oklab-coincident-tall-fill	2048	exact	0.29443359375	B06_CSS_SERIALIZATION	Measured-output-only	[0.006801470588235294,0.7143382352941177,0.506311274509804,1.0]			#03b77f|;#00b584|;u=0.421875	#03b77f|;#00b584|;u=0.421875
P017	regression-linear-oklab-coincident-tall-fill	2048	exact	0.29443359375	B07_CSS_REPARSE	Measured-output-only	[0.006801470588235294,0.7143382352941177,0.506311274509804,1.0]			#03b77f|;#00b584|;u=0.421875	#RRGGBB/#RRGGBBAA output parser
P017	regression-linear-oklab-coincident-tall-fill	2048	plus	0.29443369375	B01_VANILLA_SAMPLE	Measured	"[""68.74%"",""-0.14092031121253967"",""0.040662024170160294"",""100%""]"				public components().map(repr)
P017	regression-linear-oklab-coincident-tall-fill	2048	plus	0.29443369375	B02_CRYSTALLINE_SAMPLE	Measured	"[""68.74%"",""-0.14092031121253967"",""0.040662024170160294"",""100%""]"	0			public components().map(repr)
P017	regression-linear-oklab-coincident-tall-fill	2048	plus	0.29443369375	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P017	regression-linear-oklab-coincident-tall-fill	2048	plus	0.29443369375	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P017	regression-linear-oklab-coincident-tall-fill	2048	plus	0.29443369375	B05_U8_QUANTIZATION	Measured-output-only	[0.00680143294117647,0.7143382101960785,0.506311337254902,1.0]			#03b77f|;#00b584|;u=0.42187820000000009	interpolation of emitted quantized endpoints
P017	regression-linear-oklab-coincident-tall-fill	2048	plus	0.29443369375	B06_CSS_SERIALIZATION	Measured-output-only	[0.00680143294117647,0.7143382101960785,0.506311337254902,1.0]			#03b77f|;#00b584|;u=0.42187820000000009	#03b77f|;#00b584|;u=0.42187820000000009
P017	regression-linear-oklab-coincident-tall-fill	2048	plus	0.29443369375	B07_CSS_REPARSE	Measured-output-only	[0.00680143294117647,0.7143382101960785,0.506311337254902,1.0]			#03b77f|;#00b584|;u=0.42187820000000009	#RRGGBB/#RRGGBBAA output parser
P018	regression-linear-oklab-coincident-tall-fill	4096	minus	0.292236228125	B01_VANILLA_SAMPLE	Measured	"[""68.77%"",""-0.1412043422460556"",""0.041318628937006"",""100%""]"				public components().map(repr)
P018	regression-linear-oklab-coincident-tall-fill	4096	minus	0.292236228125	B02_CRYSTALLINE_SAMPLE	Measured	"[""68.77%"",""-0.1412043422460556"",""0.041318628937006"",""100%""]"	0			public components().map(repr)
P018	regression-linear-oklab-coincident-tall-fill	4096	minus	0.292236228125	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P018	regression-linear-oklab-coincident-tall-fill	4096	minus	0.292236228125	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P018	regression-linear-oklab-coincident-tall-fill	4096	minus	0.292236228125	B05_U8_QUANTIZATION	Measured-output-only	[0.00762871411764706,0.7148897309803921,0.5049325352941176,1.0]			#03b77f|;#00b584|;u=0.35155929999999991	interpolation of emitted quantized endpoints
P018	regression-linear-oklab-coincident-tall-fill	4096	minus	0.292236228125	B06_CSS_SERIALIZATION	Measured-output-only	[0.00762871411764706,0.7148897309803921,0.5049325352941176,1.0]			#03b77f|;#00b584|;u=0.35155929999999991	#03b77f|;#00b584|;u=0.35155929999999991
P018	regression-linear-oklab-coincident-tall-fill	4096	minus	0.292236228125	B07_CSS_REPARSE	Measured-output-only	[0.00762871411764706,0.7148897309803921,0.5049325352941176,1.0]			#03b77f|;#00b584|;u=0.35155929999999991	#RRGGBB/#RRGGBBAA output parser
P018	regression-linear-oklab-coincident-tall-fill	4096	exact	0.292236328125	B01_VANILLA_SAMPLE	Measured	"[""68.77%"",""-0.14120431244373322"",""0.04131859913468361"",""100%""]"				public components().map(repr)
P018	regression-linear-oklab-coincident-tall-fill	4096	exact	0.292236328125	B02_CRYSTALLINE_SAMPLE	Measured	"[""68.77%"",""-0.14120431244373322"",""0.04131859913468361"",""100%""]"	0			public components().map(repr)
P018	regression-linear-oklab-coincident-tall-fill	4096	exact	0.292236328125	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P018	regression-linear-oklab-coincident-tall-fill	4096	exact	0.292236328125	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P018	regression-linear-oklab-coincident-tall-fill	4096	exact	0.292236328125	B05_U8_QUANTIZATION	Measured-output-only	[0.007628676470588235,0.7148897058823529,0.5049325980392156,1.0]			#03b77f|;#00b584|;u=0.3515625	interpolation of emitted quantized endpoints
