path	probe_id	profiles	runtime_class_by_profile	previous_class	transition	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_sha256	consumer_unique	consumer_prompt_hash	language_observable	normative_intent	normative_evidence	causal_hypothesis	refutation	gate_class	universe	canonical_route	cohort_id	measurement_ref
emoji.triangle.l	p1322-path-emoji.triangle.l	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.triangle.l), repr(emoji.triangle.l)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.triangle.l		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.triangle.l
emoji.triangle.r	p1322-path-emoji.triangle.r	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.triangle.r), repr(emoji.triangle.r)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.triangle.r		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.triangle.r
emoji.triangle.t	p1322-path-emoji.triangle.t	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.triangle.t), repr(emoji.triangle.t)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.triangle.t		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.triangle.t
emoji.triangle.t.red	p1322-path-emoji.triangle.t.red	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.triangle.t.red), repr(emoji.triangle.t.red)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.triangle.t.red		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.triangle.t.red
emoji.truck.trailer	p1322-path-emoji.truck.trailer	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.truck.trailer), repr(emoji.truck.trailer)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.truck.trailer		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.truck.trailer
emoji.umbrella.closed	p1322-path-emoji.umbrella.closed	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.umbrella.closed), repr(emoji.umbrella.closed)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.umbrella.closed		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.umbrella.closed
emoji.umbrella.open	p1322-path-emoji.umbrella.open	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.umbrella.open), repr(emoji.umbrella.open)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.umbrella.open		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.umbrella.open
emoji.umbrella.rain	p1322-path-emoji.umbrella.rain	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.umbrella.rain), repr(emoji.umbrella.rain)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.umbrella.rain		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.umbrella.rain
emoji.umbrella.sun	p1322-path-emoji.umbrella.sun	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.umbrella.sun), repr(emoji.umbrella.sun)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.umbrella.sun		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.umbrella.sun
emoji.watch.stop	p1322-path-emoji.watch.stop	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.watch.stop), repr(emoji.watch.stop)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.watch.stop		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.watch.stop
emoji.whale.spout	p1322-path-emoji.whale.spout	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.whale.spout), repr(emoji.whale.spout)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.whale.spout		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.whale.spout
emoji.wheelchair.box	p1322-path-emoji.wheelchair.box	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.wheelchair.box), repr(emoji.wheelchair.box)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.wheelchair.box		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.wheelchair.box
emoji.wheelchair.motor	p1322-path-emoji.wheelchair.motor	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.wheelchair.motor), repr(emoji.wheelchair.motor)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.wheelchair.motor		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.wheelchair.motor
emoji.woman.box	p1322-path-emoji.woman.box	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.woman.box), repr(emoji.woman.box)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.woman.box		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.woman.box
emoji.woman.crown	p1322-path-emoji.woman.crown	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.woman.crown), repr(emoji.woman.crown)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.woman.crown		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.woman.crown
emoji.woman.old	p1322-path-emoji.woman.old	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.woman.old), repr(emoji.woman.old)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.woman.old		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.woman.old
emoji.woman.pregnant	p1322-path-emoji.woman.pregnant	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.woman.pregnant), repr(emoji.woman.pregnant)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.woman.pregnant		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.woman.pregnant
emoji.zodiac.aquarius	p1322-path-emoji.zodiac.aquarius	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.zodiac.aquarius), repr(emoji.zodiac.aquarius)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.zodiac.aquarius		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.zodiac.aquarius
emoji.zodiac.aries	p1322-path-emoji.zodiac.aries	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.zodiac.aries), repr(emoji.zodiac.aries)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.zodiac.aries		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.zodiac.aries
emoji.zodiac.cancer	p1322-path-emoji.zodiac.cancer	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.zodiac.cancer), repr(emoji.zodiac.cancer)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.zodiac.cancer		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.zodiac.cancer
emoji.zodiac.capri	p1322-path-emoji.zodiac.capri	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.zodiac.capri), repr(emoji.zodiac.capri)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.zodiac.capri		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.zodiac.capri
emoji.zodiac.gemini	p1322-path-emoji.zodiac.gemini	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.zodiac.gemini), repr(emoji.zodiac.gemini)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.zodiac.gemini		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.zodiac.gemini
emoji.zodiac.leo	p1322-path-emoji.zodiac.leo	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.zodiac.leo), repr(emoji.zodiac.leo)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.zodiac.leo		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.zodiac.leo
emoji.zodiac.libra	p1322-path-emoji.zodiac.libra	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.zodiac.libra), repr(emoji.zodiac.libra)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	emoji.zodiac.libra		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.zodiac.libra
