probe_id	path	aliases	profiles	runtime_class_by_profile	language_projection_by_profile	current_language_class	owner_prompt	crystalline_owner_file_line	vanilla_source_file_line	language_observable	causal_hypothesis	refutation	gate_class	universe	cohort_id	measurement_ref
p1306.reexport	p1306.reexport		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ import "reexport/std.typ" as exported; exported.nope }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.reexport
p1306.reexport-alias	p1306.reexport-alias		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ import "reexport/std.typ" as exported; let renamed = exported; renamed.absent }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.reexport-alias
p1306.positive-reexport	p1306.positive-reexport		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ import "reexport/std.typ" as r; let renamed = r; (repr(r), repr(renamed), renamed.calc.abs(-12), repr(r.calc)) }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.positive-reexport
p1306.positive-alias-shadow-nested	p1306.positive-alias-shadow-nested		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ import "ordinary/std.typ" as original; let alias = original; let std = alias; let box = (inner: std); (repr(alias), repr(std), box.inner.x, box.inner.twice(6)) }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.positive-alias-shadow-nested
p1306.imported-nested	p1306.imported-nested		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ import "routes/holder.typ" as holder; holder.saved.absent }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.imported-nested
p1306.positive-imported-nested	p1306.positive-imported-nested		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ import "routes/holder.typ" as holder; (repr(holder.saved), holder.saved.twice(11)) }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.positive-imported-nested
p1306.imported-error	module.import-error-trace		default,html,a11y,html+a11y	default:DIFFERENT_DIAGNOSTIC;html:DIFFERENT_DIAGNOSTIC;a11y:DIFFERENT_DIAGNOSTIC;html+a11y:DIFFERENT_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	OPEN_LANGUAGE_DIVERGENCE	00_nucleo/prompts/compiler/eval/modules.md	01_core/src/compiler/eval/modules.rs:177;01_core/src/compiler/eval/modules.rs:318;01_core/src/entities/source_result.rs:1;02_shell/src/diagnostic.rs:162	lab/typst-original/crates/typst-eval/src/import.rs:36	{ import "routes/error.typ" as route; route.result }	Imported evaluation propagates errors through ? without adding Tracepoint::Import. Include already transports its analogous trace, the entity already has Import, and L2 formatter handles Import. Narrow addition at imported source evaluation, not resolution/package/include errors, may be one complete owner.	Location-controlled import error already carries the complete trace, or outer formatting/path provenance requires another consumer.	ADR0127_INTERNAL_PARITY_L0_FIRST_NO_IMPLEMENTATION_AUTHORIZED	supplement	module-import-error-trace	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.imported-error
p1306.global	p1306.global		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				std.nope	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.global
p1306.global-alias	p1306.global-alias		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ let alias = std; alias.absent }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.global-alias
p1306.global-renamed-import	p1306.global-renamed-import		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ import std as renamed; renamed.nope }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.global-renamed-import
p1306.global-line-column	p1306.global-line-column		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{  let alias = std;        alias.absent }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.global-line-column
p1306.global-bare-positive	module.bare-import-warning		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ import std; (repr(std), std.calc.abs(-7)) }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.global-bare-positive
p1306.global-bare-alias-positive	module.bare-import-warning		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ let named = std; import named; (repr(named), named.calc.abs(-8)) }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.global-bare-alias-positive
p1306.global-import-forms	p1306.global-import-forms		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ import (std) as chosen; import std: calc as c; (repr(chosen), c.abs(-9)) }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.global-import-forms
p1306.builtin-calc	p1306.builtin-calc		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				calc.absent	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.builtin-calc
p1306.builtin-sym	p1306.builtin-sym		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				sym.absent	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.builtin-sym
p1306.builtin-map	p1306.builtin-map		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				color.map.absent	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.builtin-map
p1306.existing-lookups	p1306.existing-lookups		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				(repr(type(std.rgb)), calc.abs(-7), repr(type(sym.alpha)), repr(type(color.map.viridis)), repr(type(pdf.attach)), repr(type(pdf.artifact)))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.existing-lookups
p1306.dictionary	dictionary.missing-field		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(type((:).nope))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.dictionary
p1306.float	p1306.float		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(type(float("NaN").is-nan))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.float
p1306.pdf-data-cell	p1306.pdf-data-cell		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(type(pdf.data-cell))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.pdf-data-cell
p1306.pdf-header-cell	p1306.pdf-header-cell		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(type(pdf.header-cell))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.pdf-header-cell
p1306.pdf-table-summary	p1306.pdf-table-summary		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(type(pdf.table-summary))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.pdf-table-summary
p1306.repr-array-boundary	p1306.repr-array-boundary		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ let a = range(41); (a.len(), a.at(40), repr(a)) }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1306.repr-array-boundary
p1311.csv-distinct	p1311.csv-distinct		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				csv.missing-long-field	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.csv-distinct
p1311.read-alias	p1311.read-alias		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ let file-reader = read; file-reader.absent }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.read-alias
p1311.xml-multiline	p1311.xml-multiline		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{   let decoder = xml;   decoder.unavailable }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.xml-multiline
p1311.csv-with	p1311.csv-with		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				csv.with(delimiter: ";").encode	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.csv-with
p1311.read-nested-with	p1311.read-nested-with		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				read.with(encoding: "utf8").with().ghost	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.read-nested-with
p1311.xml-nested-with	p1311.xml-nested-with		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ let f = xml.with().with(); f.missing }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.xml-nested-with
p1311.calc-abs	p1311.calc-abs		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				calc.abs.nope	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.calc-abs
p1311.calc-abs-with	p1311.calc-abs-with		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				calc.abs.with(-1).nope	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.calc-abs-with
p1311.calc-abs-alias	p1311.calc-abs-alias		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ let csv = calc.abs; csv.missing-field }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.calc-abs-alias
p1311.range	p1311.range		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				range.nope	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.range
p1311.assert	assert		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				assert.nope	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.assert
p1311.repr	p1311.repr		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr.nope	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.repr
p1311.evaluate	p1311.evaluate		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				eval.nope	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.evaluate
p1311.evaluate-inner	p1311.evaluate-inner		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				eval("csv.encode")	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.evaluate-inner
p1311.evaluate-returned	p1311.evaluate-returned		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				eval("read").encode	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.evaluate-returned
p1311.array-store	p1311.array-store		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				(xml,).first().encode	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.array-store
p1311.dict-store	p1311.dict-store		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				(loader: csv).loader.encode	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.dict-store
p1311.csv-callee	p1311.csv-callee	p1321.protected_missingfield	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				csv.encode(1)	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.csv-callee
p1311.read-callee	p1311.read-callee		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:NOT_USED;html:NOT_USED;a11y:NOT_USED;html+a11y:NOT_USED	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				read.nope()	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1311.read-callee
