path	profiles	runtime_class_by_profile	previous_class	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_hash_declared	owner_prompt_sha256	l0_claim	gate_class	inference	refutation	recommended_action	universe	probe_id	canonical_route
html.dialog	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.dialog	
html.embed	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.embed	
html.fieldset	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.fieldset	
html.form	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.form	
html.frame	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/lib.rs:137	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.frame	
html.hr	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.hr	
html.img	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.img	
html.input	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.input	
html.ins	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.ins	
html.label	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.label	
html.link	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.link	
html.map	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.map	
html.meta	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.meta	
html.meter	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.meter	
html.object	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.object	
html.optgroup	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.optgroup	
html.option	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.option	
html.output	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.output	
html.progress	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.progress	
html.q	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.q	
html.script	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.script	
html.slot	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.slot	
html.source	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.source	
html.style	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.style	
html.table	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.table	
html.tbody	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.tbody	
html.td	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.td	
html.textarea	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.textarea	
html.tfoot	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.tfoot	
