probe_id	path	profile	previous_runtime_class	current_runtime_class	transition	fixture_comparable	universe	measurement_ref	previous_measurement_ref
p1322-path-emoji.face.tongue	emoji.face.tongue	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.tongue	
p1322-path-emoji.face.tongue	emoji.face.tongue	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.tongue	
p1322-path-emoji.face.tongue	emoji.face.tongue	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.tongue	
p1322-path-emoji.face.tongue.squint	emoji.face.tongue.squint	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.tongue.squint	
p1322-path-emoji.face.tongue.squint	emoji.face.tongue.squint	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.tongue.squint	
p1322-path-emoji.face.tongue.squint	emoji.face.tongue.squint	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.tongue.squint	
p1322-path-emoji.face.tongue.squint	emoji.face.tongue.squint	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.tongue.squint	
p1322-path-emoji.face.tongue.wink	emoji.face.tongue.wink	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.tongue.wink	
p1322-path-emoji.face.tongue.wink	emoji.face.tongue.wink	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.tongue.wink	
p1322-path-emoji.face.tongue.wink	emoji.face.tongue.wink	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.tongue.wink	
p1322-path-emoji.face.tongue.wink	emoji.face.tongue.wink	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.tongue.wink	
p1322-path-emoji.face.triumph	emoji.face.triumph	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.triumph	
p1322-path-emoji.face.triumph	emoji.face.triumph	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.triumph	
p1322-path-emoji.face.triumph	emoji.face.triumph	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.triumph	
p1322-path-emoji.face.triumph	emoji.face.triumph	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.triumph	
p1322-path-emoji.face.unhappy	emoji.face.unhappy	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.unhappy	
p1322-path-emoji.face.unhappy	emoji.face.unhappy	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.unhappy	
p1322-path-emoji.face.unhappy	emoji.face.unhappy	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.unhappy	
p1322-path-emoji.face.unhappy	emoji.face.unhappy	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.unhappy	
p1322-path-emoji.face.vomit	emoji.face.vomit	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.vomit	
p1322-path-emoji.face.vomit	emoji.face.vomit	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.vomit	
p1322-path-emoji.face.vomit	emoji.face.vomit	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.vomit	
p1322-path-emoji.face.vomit	emoji.face.vomit	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.vomit	
p1322-path-emoji.face.weary	emoji.face.weary	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.weary	
p1322-path-emoji.face.weary	emoji.face.weary	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.weary	
p1322-path-emoji.face.weary	emoji.face.weary	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.weary	
p1322-path-emoji.face.weary	emoji.face.weary	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.weary	
p1322-path-emoji.face.wink	emoji.face.wink	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.wink	
p1322-path-emoji.face.wink	emoji.face.wink	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.wink	
p1322-path-emoji.face.wink	emoji.face.wink	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.wink	
p1322-path-emoji.face.wink	emoji.face.wink	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.wink	
p1322-path-emoji.face.woozy	emoji.face.woozy	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.woozy	
p1322-path-emoji.face.woozy	emoji.face.woozy	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.woozy	
p1322-path-emoji.face.woozy	emoji.face.woozy	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.woozy	
p1322-path-emoji.face.woozy	emoji.face.woozy	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.woozy	
p1322-path-emoji.face.worry	emoji.face.worry	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.worry	
p1322-path-emoji.face.worry	emoji.face.worry	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.worry	
p1322-path-emoji.face.worry	emoji.face.worry	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.worry	
p1322-path-emoji.face.worry	emoji.face.worry	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.worry	
p1322-path-emoji.face.wow	emoji.face.wow	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.wow	
p1322-path-emoji.face.wow	emoji.face.wow	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.wow	
p1322-path-emoji.face.wow	emoji.face.wow	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.wow	
p1322-path-emoji.face.wow	emoji.face.wow	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.wow	
p1322-path-emoji.face.yawn	emoji.face.yawn	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.yawn	
p1322-path-emoji.face.yawn	emoji.face.yawn	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.yawn	
p1322-path-emoji.face.yawn	emoji.face.yawn	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.yawn	
p1322-path-emoji.face.yawn	emoji.face.yawn	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.yawn	
p1322-path-emoji.face.zip	emoji.face.zip	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.zip	
p1322-path-emoji.face.zip	emoji.face.zip	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.zip	
p1322-path-emoji.face.zip	emoji.face.zip	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.zip	
p1322-path-emoji.face.zip	emoji.face.zip	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.face.zip	
p1322-path-emoji.faith.christ	emoji.faith.christ	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.christ	
p1322-path-emoji.faith.christ	emoji.faith.christ	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.christ	
p1322-path-emoji.faith.christ	emoji.faith.christ	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.christ	
p1322-path-emoji.faith.christ	emoji.faith.christ	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.christ	
p1322-path-emoji.faith.dharma	emoji.faith.dharma	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.dharma	
p1322-path-emoji.faith.dharma	emoji.faith.dharma	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.dharma	
p1322-path-emoji.faith.dharma	emoji.faith.dharma	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.dharma	
p1322-path-emoji.faith.dharma	emoji.faith.dharma	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.dharma	
p1322-path-emoji.faith.islam	emoji.faith.islam	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.islam	
p1322-path-emoji.faith.islam	emoji.faith.islam	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.islam	
p1322-path-emoji.faith.islam	emoji.faith.islam	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.islam	
p1322-path-emoji.faith.islam	emoji.faith.islam	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.islam	
p1322-path-emoji.faith.judaism	emoji.faith.judaism	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.judaism	
p1322-path-emoji.faith.judaism	emoji.faith.judaism	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.judaism	
p1322-path-emoji.faith.judaism	emoji.faith.judaism	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.judaism	
p1322-path-emoji.faith.judaism	emoji.faith.judaism	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.judaism	
p1322-path-emoji.faith.khanda	emoji.faith.khanda	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.khanda	
p1322-path-emoji.faith.khanda	emoji.faith.khanda	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.khanda	
p1322-path-emoji.faith.khanda	emoji.faith.khanda	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.khanda	
p1322-path-emoji.faith.khanda	emoji.faith.khanda	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.khanda	
p1322-path-emoji.faith.menorah	emoji.faith.menorah	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.menorah	
p1322-path-emoji.faith.menorah	emoji.faith.menorah	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.menorah	
p1322-path-emoji.faith.menorah	emoji.faith.menorah	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.menorah	
p1322-path-emoji.faith.menorah	emoji.faith.menorah	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.menorah	
p1322-path-emoji.faith.om	emoji.faith.om	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.om	
p1322-path-emoji.faith.om	emoji.faith.om	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.om	
p1322-path-emoji.faith.om	emoji.faith.om	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.om	
p1322-path-emoji.faith.om	emoji.faith.om	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.om	
p1322-path-emoji.faith.orthodox	emoji.faith.orthodox	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.orthodox	
p1322-path-emoji.faith.orthodox	emoji.faith.orthodox	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.orthodox	
p1322-path-emoji.faith.orthodox	emoji.faith.orthodox	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.orthodox	
p1322-path-emoji.faith.orthodox	emoji.faith.orthodox	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.orthodox	
p1322-path-emoji.faith.peace	emoji.faith.peace	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.peace	
p1322-path-emoji.faith.peace	emoji.faith.peace	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.peace	
p1322-path-emoji.faith.peace	emoji.faith.peace	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.peace	
p1322-path-emoji.faith.peace	emoji.faith.peace	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.peace	
p1322-path-emoji.faith.star.dot	emoji.faith.star.dot	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.star.dot	
p1322-path-emoji.faith.star.dot	emoji.faith.star.dot	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.star.dot	
p1322-path-emoji.faith.star.dot	emoji.faith.star.dot	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.star.dot	
p1322-path-emoji.faith.star.dot	emoji.faith.star.dot	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.star.dot	
p1322-path-emoji.faith.worship	emoji.faith.worship	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.worship	
p1322-path-emoji.faith.worship	emoji.faith.worship	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.worship	
p1322-path-emoji.faith.worship	emoji.faith.worship	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.worship	
p1322-path-emoji.faith.worship	emoji.faith.worship	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.worship	
p1322-path-emoji.faith.yinyang	emoji.faith.yinyang	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.yinyang	
p1322-path-emoji.faith.yinyang	emoji.faith.yinyang	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.yinyang	
p1322-path-emoji.faith.yinyang	emoji.faith.yinyang	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.yinyang	
p1322-path-emoji.faith.yinyang	emoji.faith.yinyang	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.faith.yinyang	
p1322-path-emoji.feeding.breast	emoji.feeding.breast	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.feeding.breast	
p1322-path-emoji.feeding.breast	emoji.feeding.breast	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.feeding.breast	
p1322-path-emoji.feeding.breast	emoji.feeding.breast	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.feeding.breast	
p1322-path-emoji.feeding.breast	emoji.feeding.breast	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.feeding.breast	
p1322-path-emoji.finger.b	emoji.finger.b	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.b	
p1322-path-emoji.finger.b	emoji.finger.b	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.b	
p1322-path-emoji.finger.b	emoji.finger.b	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.b	
p1322-path-emoji.finger.b	emoji.finger.b	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.b	
p1322-path-emoji.finger.front	emoji.finger.front	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.front	
p1322-path-emoji.finger.front	emoji.finger.front	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.front	
p1322-path-emoji.finger.front	emoji.finger.front	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.front	
p1322-path-emoji.finger.front	emoji.finger.front	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.front	
p1322-path-emoji.finger.l	emoji.finger.l	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.l	
p1322-path-emoji.finger.l	emoji.finger.l	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.l	
p1322-path-emoji.finger.l	emoji.finger.l	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.l	
p1322-path-emoji.finger.l	emoji.finger.l	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.l	
p1322-path-emoji.finger.m	emoji.finger.m	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.m	
p1322-path-emoji.finger.m	emoji.finger.m	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.m	
p1322-path-emoji.finger.m	emoji.finger.m	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.m	
p1322-path-emoji.finger.m	emoji.finger.m	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.m	
p1322-path-emoji.finger.r	emoji.finger.r	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.r	
p1322-path-emoji.finger.r	emoji.finger.r	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.r	
p1322-path-emoji.finger.r	emoji.finger.r	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.r	
p1322-path-emoji.finger.r	emoji.finger.r	html+a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.r	
p1322-path-emoji.finger.t	emoji.finger.t	default	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.t	
p1322-path-emoji.finger.t	emoji.finger.t	html	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.t	
p1322-path-emoji.finger.t	emoji.finger.t	a11y	NOT_IN_P1309	MATCH_VALUE	ADDED_FRESH	false	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-emoji.finger.t	
