fixture_id	pair	interval	left	right	eligible	s_i	a_i	d_i	b_i	q_i	status
S16-radial-luma	radial/luma	4	0.5	0.66666666666666652	true	1	0	1	0	1	Preserved
S16-radial-luma	radial/luma	5	0.66666666666666652	0.83333333333333348	true	1	0	1	0	1	Preserved
S16-radial-luma	radial/luma	6	0.83333333333333348	1	true	1	0	1	0	1	Preserved
S17-linear-oklch	linear/oklch	0	0	0.055555555555555497	true	8	7	15	14	29	Preserved
S17-linear-oklch	linear/oklch	1	0.055555555555555497	0.22222222222222199	true	16	9	19	18	37	Preserved
S17-linear-oklch	linear/oklch	2	0.22222222222222199	0.5	true	4	3	7	6	13	Preserved
S17-linear-oklch	linear/oklch	3	0.5	0.77777777777777801	true	4	3	7	6	13	Preserved
S17-linear-oklch	linear/oklch	4	0.77777777777777801	0.94444444444444453	true	16	9	19	18	37	Preserved
S17-linear-oklch	linear/oklch	5	0.94444444444444453	1	true	8	7	15	14	29	Preserved
S17-radial-oklch	radial/oklch	0	0	0.055555555555555497	true	8	7	15	14	29	Preserved
S17-radial-oklch	radial/oklch	1	0.055555555555555497	0.22222222222222199	true	16	9	19	18	37	Preserved
S17-radial-oklch	radial/oklch	2	0.22222222222222199	0.5	true	4	3	7	6	13	Preserved
S17-radial-oklch	radial/oklch	3	0.5	0.77777777777777801	true	4	3	7	6	13	Preserved
S17-radial-oklch	radial/oklch	4	0.77777777777777801	0.94444444444444453	true	16	9	19	18	37	Preserved
S17-radial-oklch	radial/oklch	5	0.94444444444444453	1	true	8	7	15	14	29	Preserved
S17-linear-hsl	linear/hsl	0	0	0.055555555555555497	true	16	7	15	14	29	Preserved
S17-linear-hsl	linear/hsl	1	0.055555555555555497	0.22222222222222199	true	64	18	37	36	73	Preserved
S17-linear-hsl	linear/hsl	2	0.22222222222222199	0.5	true	2	1	3	2	5	Preserved
S17-linear-hsl	linear/hsl	3	0.5	0.77777777777777801	true	2	1	3	2	5	Preserved
S17-linear-hsl	linear/hsl	4	0.77777777777777801	0.94444444444444453	true	64	18	37	36	73	Preserved
S17-linear-hsl	linear/hsl	5	0.94444444444444453	1	true	16	7	15	14	29	Preserved
S17-radial-hsl	radial/hsl	0	0	0.055555555555555497	true	16	7	15	14	29	Preserved
S17-radial-hsl	radial/hsl	1	0.055555555555555497	0.22222222222222199	true	64	18	37	36	73	Preserved
S17-radial-hsl	radial/hsl	2	0.22222222222222199	0.5	true	2	1	3	2	5	Preserved
S17-radial-hsl	radial/hsl	3	0.5	0.77777777777777801	true	2	1	3	2	5	Preserved
S17-radial-hsl	radial/hsl	4	0.77777777777777801	0.94444444444444453	true	64	18	37	36	73	Preserved
S17-radial-hsl	radial/hsl	5	0.94444444444444453	1	true	16	7	15	14	29	Preserved
S17-linear-hsv	linear/hsv	0	0	0.055555555555555497	true	16	8	17	16	33	Preserved
S17-linear-hsv	linear/hsv	1	0.055555555555555497	0.22222222222222199	true	64	12	25	24	49	Preserved
S17-linear-hsv	linear/hsv	2	0.22222222222222199	0.5	true	2	1	3	2	5	Preserved
S17-linear-hsv	linear/hsv	3	0.5	0.77777777777777801	true	2	1	3	2	5	Preserved
S17-linear-hsv	linear/hsv	4	0.77777777777777801	0.94444444444444453	true	64	12	25	24	49	Preserved
S17-linear-hsv	linear/hsv	5	0.94444444444444453	1	true	16	8	17	16	33	Preserved
S17-radial-hsv	radial/hsv	0	0	0.055555555555555497	true	16	8	17	16	33	Preserved
S17-radial-hsv	radial/hsv	1	0.055555555555555497	0.22222222222222199	true	64	12	25	24	49	Preserved
S17-radial-hsv	radial/hsv	2	0.22222222222222199	0.5	true	2	1	3	2	5	Preserved
S17-radial-hsv	radial/hsv	3	0.5	0.77777777777777801	true	2	1	3	2	5	Preserved
S17-radial-hsv	radial/hsv	4	0.77777777777777801	0.94444444444444453	true	64	12	25	24	49	Preserved
S17-radial-hsv	radial/hsv	5	0.94444444444444453	1	true	16	8	17	16	33	Preserved
S17-linear-luma	linear/luma	0	0	0.055555555555555497	true	1	0	1	0	1	Preserved
S17-linear-luma	linear/luma	1	0.055555555555555497	0.22222222222222199	true	1	0	1	0	1	Preserved
S17-linear-luma	linear/luma	2	0.22222222222222199	0.5	true	1	0	1	0	1	Preserved
S17-linear-luma	linear/luma	3	0.5	0.77777777777777801	true	1	0	1	0	1	Preserved
S17-linear-luma	linear/luma	4	0.77777777777777801	0.94444444444444453	true	1	0	1	0	1	Preserved
S17-linear-luma	linear/luma	5	0.94444444444444453	1	true	1	0	1	0	1	Preserved
S17-radial-luma	radial/luma	0	0	0.055555555555555497	true	1	0	1	0	1	Preserved
S17-radial-luma	radial/luma	1	0.055555555555555497	0.22222222222222199	true	1	0	1	0	1	Preserved
S17-radial-luma	radial/luma	2	0.22222222222222199	0.5	true	1	0	1	0	1	Preserved
S17-radial-luma	radial/luma	3	0.5	0.77777777777777801	true	1	0	1	0	1	Preserved
S17-radial-luma	radial/luma	4	0.77777777777777801	0.94444444444444453	true	1	0	1	0	1	Preserved
S17-radial-luma	radial/luma	5	0.94444444444444453	1	true	1	0	1	0	1	Preserved
S18-linear-oklch	linear/oklch	0	0	0.0625	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	1	0.0625	0.0625	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	2	0.0625	0.125	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	3	0.125	0.125	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	4	0.125	0.1875	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	5	0.1875	0.1875	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	6	0.1875	0.25	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	7	0.25	0.25	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	8	0.25	0.3125	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	9	0.3125	0.3125	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	10	0.3125	0.375	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	11	0.375	0.375	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	12	0.375	0.4375	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	13	0.4375	0.4375	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	14	0.4375	0.5	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	15	0.5	0.5625	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	16	0.5625	0.5625	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	17	0.5625	0.625	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	18	0.625	0.625	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	19	0.625	0.6875	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	20	0.6875	0.6875	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	21	0.6875	0.75	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	22	0.75	0.75	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	23	0.75	0.8125	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	24	0.8125	0.8125	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	25	0.8125	0.875	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	26	0.875	0.875	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	27	0.875	0.9375	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	28	0.9375	0.9375	false	0	0	0	0	0	Preserved
S18-linear-oklch	linear/oklch	29	0.9375	1	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	0	0	0.0625	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	1	0.0625	0.0625	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	2	0.0625	0.125	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	3	0.125	0.125	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	4	0.125	0.1875	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	5	0.1875	0.1875	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	6	0.1875	0.25	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	7	0.25	0.25	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	8	0.25	0.3125	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	9	0.3125	0.3125	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	10	0.3125	0.375	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	11	0.375	0.375	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	12	0.375	0.4375	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	13	0.4375	0.4375	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	14	0.4375	0.5	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	15	0.5	0.5625	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	16	0.5625	0.5625	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	17	0.5625	0.625	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	18	0.625	0.625	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	19	0.625	0.6875	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	20	0.6875	0.6875	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	21	0.6875	0.75	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	22	0.75	0.75	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	23	0.75	0.8125	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	24	0.8125	0.8125	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	25	0.8125	0.875	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	26	0.875	0.875	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	27	0.875	0.9375	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	28	0.9375	0.9375	false	0	0	0	0	0	Preserved
S18-radial-oklch	radial/oklch	29	0.9375	1	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	0	0	0.0625	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	1	0.0625	0.0625	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	2	0.0625	0.125	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	3	0.125	0.125	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	4	0.125	0.1875	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	5	0.1875	0.1875	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	6	0.1875	0.25	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	7	0.25	0.25	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	8	0.25	0.3125	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	9	0.3125	0.3125	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	10	0.3125	0.375	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	11	0.375	0.375	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	12	0.375	0.4375	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	13	0.4375	0.4375	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	14	0.4375	0.5	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	15	0.5	0.5625	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	16	0.5625	0.5625	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	17	0.5625	0.625	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	18	0.625	0.625	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	19	0.625	0.6875	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	20	0.6875	0.6875	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	21	0.6875	0.75	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	22	0.75	0.75	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	23	0.75	0.8125	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	24	0.8125	0.8125	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	25	0.8125	0.875	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	26	0.875	0.875	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	27	0.875	0.9375	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	28	0.9375	0.9375	false	0	0	0	0	0	Preserved
S18-linear-hsl	linear/hsl	29	0.9375	1	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	0	0	0.0625	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	1	0.0625	0.0625	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	2	0.0625	0.125	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	3	0.125	0.125	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	4	0.125	0.1875	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	5	0.1875	0.1875	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	6	0.1875	0.25	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	7	0.25	0.25	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	8	0.25	0.3125	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	9	0.3125	0.3125	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	10	0.3125	0.375	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	11	0.375	0.375	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	12	0.375	0.4375	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	13	0.4375	0.4375	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	14	0.4375	0.5	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	15	0.5	0.5625	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	16	0.5625	0.5625	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	17	0.5625	0.625	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	18	0.625	0.625	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	19	0.625	0.6875	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	20	0.6875	0.6875	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	21	0.6875	0.75	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	22	0.75	0.75	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	23	0.75	0.8125	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	24	0.8125	0.8125	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	25	0.8125	0.875	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	26	0.875	0.875	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	27	0.875	0.9375	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	28	0.9375	0.9375	false	0	0	0	0	0	Preserved
S18-radial-hsl	radial/hsl	29	0.9375	1	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	0	0	0.0625	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	1	0.0625	0.0625	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	2	0.0625	0.125	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	3	0.125	0.125	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	4	0.125	0.1875	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	5	0.1875	0.1875	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	6	0.1875	0.25	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	7	0.25	0.25	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	8	0.25	0.3125	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	9	0.3125	0.3125	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	10	0.3125	0.375	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	11	0.375	0.375	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	12	0.375	0.4375	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	13	0.4375	0.4375	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	14	0.4375	0.5	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	15	0.5	0.5625	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	16	0.5625	0.5625	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	17	0.5625	0.625	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	18	0.625	0.625	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	19	0.625	0.6875	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	20	0.6875	0.6875	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	21	0.6875	0.75	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	22	0.75	0.75	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	23	0.75	0.8125	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	24	0.8125	0.8125	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	25	0.8125	0.875	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	26	0.875	0.875	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	27	0.875	0.9375	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	28	0.9375	0.9375	false	0	0	0	0	0	Preserved
S18-linear-hsv	linear/hsv	29	0.9375	1	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	0	0	0.0625	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	1	0.0625	0.0625	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	2	0.0625	0.125	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	3	0.125	0.125	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	4	0.125	0.1875	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	5	0.1875	0.1875	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	6	0.1875	0.25	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	7	0.25	0.25	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	8	0.25	0.3125	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	9	0.3125	0.3125	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	10	0.3125	0.375	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	11	0.375	0.375	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	12	0.375	0.4375	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	13	0.4375	0.4375	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	14	0.4375	0.5	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	15	0.5	0.5625	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	16	0.5625	0.5625	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	17	0.5625	0.625	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	18	0.625	0.625	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	19	0.625	0.6875	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	20	0.6875	0.6875	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	21	0.6875	0.75	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	22	0.75	0.75	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	23	0.75	0.8125	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	24	0.8125	0.8125	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	25	0.8125	0.875	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	26	0.875	0.875	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	27	0.875	0.9375	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	28	0.9375	0.9375	false	0	0	0	0	0	Preserved
S18-radial-hsv	radial/hsv	29	0.9375	1	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	0	0	0.0625	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	1	0.0625	0.0625	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	2	0.0625	0.125	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	3	0.125	0.125	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	4	0.125	0.1875	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	5	0.1875	0.1875	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	6	0.1875	0.25	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	7	0.25	0.25	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	8	0.25	0.3125	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	9	0.3125	0.3125	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	10	0.3125	0.375	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	11	0.375	0.375	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	12	0.375	0.4375	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	13	0.4375	0.4375	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	14	0.4375	0.5	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	15	0.5	0.5625	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	16	0.5625	0.5625	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	17	0.5625	0.625	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	18	0.625	0.625	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	19	0.625	0.6875	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	20	0.6875	0.6875	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	21	0.6875	0.75	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	22	0.75	0.75	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	23	0.75	0.8125	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	24	0.8125	0.8125	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	25	0.8125	0.875	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	26	0.875	0.875	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	27	0.875	0.9375	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	28	0.9375	0.9375	false	0	0	0	0	0	Preserved
S18-linear-luma	linear/luma	29	0.9375	1	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	0	0	0.0625	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	1	0.0625	0.0625	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	2	0.0625	0.125	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	3	0.125	0.125	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	4	0.125	0.1875	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	5	0.1875	0.1875	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	6	0.1875	0.25	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	7	0.25	0.25	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	8	0.25	0.3125	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	9	0.3125	0.3125	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	10	0.3125	0.375	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	11	0.375	0.375	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	12	0.375	0.4375	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	13	0.4375	0.4375	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	14	0.4375	0.5	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	15	0.5	0.5625	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	16	0.5625	0.5625	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	17	0.5625	0.625	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	18	0.625	0.625	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	19	0.625	0.6875	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	20	0.6875	0.6875	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	21	0.6875	0.75	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	22	0.75	0.75	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	23	0.75	0.8125	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	24	0.8125	0.8125	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	25	0.8125	0.875	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	26	0.875	0.875	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	27	0.875	0.9375	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	28	0.9375	0.9375	false	0	0	0	0	0	Preserved
S18-radial-luma	radial/luma	29	0.9375	1	false	0	0	0	0	0	Preserved
S19-linear-oklch	linear/oklch	0	0	0.5	true	16	9	19	18	37	Preserved
S19-linear-oklch	linear/oklch	1	0.5	1	true	16	11	23	22	45	Preserved
S19-radial-oklch	radial/oklch	0	0	0.5	true	16	9	19	18	37	Preserved
S19-radial-oklch	radial/oklch	1	0.5	1	true	16	11	23	22	45	Preserved
S19-linear-hsl	linear/hsl	0	0	0.5	true	64	10	21	20	41	Preserved
S19-linear-hsl	linear/hsl	1	0.5	1	true	64	23	47	46	93	Preserved
S19-radial-hsl	radial/hsl	0	0	0.5	true	64	10	21	20	41	Preserved
S19-radial-hsl	radial/hsl	1	0.5	1	true	64	23	47	46	93	Preserved
S19-linear-hsv	linear/hsv	0	0	0.5	true	64	10	21	20	41	Preserved
S19-linear-hsv	linear/hsv	1	0.5	1	true	64	13	27	26	53	Preserved
S19-radial-hsv	radial/hsv	0	0	0.5	true	64	10	21	20	41	Preserved
S19-radial-hsv	radial/hsv	1	0.5	1	true	64	13	27	26	53	Preserved
S19-linear-luma	linear/luma	0	0	0.5	true	1	0	1	0	1	Preserved
S19-linear-luma	linear/luma	1	0.5	1	true	1	0	1	0	1	Preserved
S19-radial-luma	radial/luma	0	0	0.5	true	1	0	1	0	1	Preserved
S19-radial-luma	radial/luma	1	0.5	1	true	1	0	1	0	1	Preserved
S20-linear-oklch	linear/oklch	0	0	0.33333333333333298	true	64	22	45	44	89	Preserved
S20-linear-oklch	linear/oklch	1	0.33333333333333298	0.66666666666666696	true	64	19	39	38	77	Preserved
