path	profiles	runtime_class	crystalline_registration_file_line	vanilla_source_file_line	canonical_route	owner_prompt	owner_prompt_hash_declared	owner_prompt_sha256	l0_claim	language_class	gate_class	inference	refutation	recommended_action
html.source	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.style	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.table	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.tbody	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.td	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.textarea	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.tfoot	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.th	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.thead	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.time	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.tr	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.track	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
inline	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1992	ABSENT in ratified public catalog	math.inline	00_nucleo/prompts/compiler/stdlib/math_style.md	56b9e300	02a1dadb6c08f3ea9ae109ff7bd2dc87e2616a5da5d4a4cfbf5a1269bc4c9603	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
italic	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1993	ABSENT in ratified public catalog	math.italic	00_nucleo/prompts/compiler/stdlib/math_style.md	56b9e300	02a1dadb6c08f3ea9ae109ff7bd2dc87e2616a5da5d4a4cfbf5a1269bc4c9603	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
json.encode	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/loading/json.rs:json::encode		00_nucleo/prompts/compiler/stdlib/loading.md	9379f85f	d6cf9cd85c0c25dc3f7a5f6c3a9f47cf956d9fd6e998932ca87ab5b1e58e2c72	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
linear_rgb	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1651	ABSENT in ratified public catalog	color.linear-rgb	00_nucleo/prompts/compiler/stdlib/color.md	dfc7912c	fecc619d1b336a6f8ca8c39c22a302babdec4daf22d3387ce97ce28e36d87dc3	L0 calls the constructor global; ratified vanilla exposes it only under color.*	L0_CONTRADICTION	ADR-0127_HUMAN_GATE_PUBLIC_REMOVAL	The bare path is leaked while the qualified route color.linear-rgb remains bilateral.	A ratified vanilla run accepting the bare path, or failure of the qualified route, would refute this.	P1300: remeasure, edit color L0 first, show diff and stop for human confirmation.
list.item	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/model/list.rs:ListItem		00_nucleo/prompts/compiler/eval/bindings/field_access.md	d37b05cb	3e5b96f5d62a693cb8291f63cd656a73ba19ebd69e29446858d36e475bff4a60	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
lof	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1697	ABSENT in ratified public catalog		00_nucleo/prompts/compiler/stdlib/structural.md	08c5c5f3	81e66889454d8f397ab5eafbd4c6a5e0f8a27993e15d2f3c81d307e804ff3b12	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
lot	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1698	ABSENT in ratified public catalog		00_nucleo/prompts/compiler/stdlib/structural.md	08c5c5f3	81e66889454d8f397ab5eafbd4c6a5e0f8a27993e15d2f3c81d307e804ff3b12	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
math.abs	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/lr.rs:abs		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.accent	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/accent.rs:AccentElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.bold	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/style.rs:bold		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.cal	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/style.rs:cal		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.cases	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/matrix.rs:CasesElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.display	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/style.rs:display		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.frac	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/frac.rs:FracElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.italic	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/style.rs:italic		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.limits	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/attach.rs:LimitsElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.lr	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/lr.rs:LrElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.mat	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/matrix.rs:MatElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.mid	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/lr.rs:MidElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.norm	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/lr.rs:norm		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.overbrace	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/underover.rs:OverbraceElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.overbracket	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/underover.rs:OverbracketElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.overline	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/underover.rs:OverlineElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.overparen	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/underover.rs:OverparenElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.overshell	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/underover.rs:OvershellElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.primes	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/attach.rs:PrimesElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.registered	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/stdlib/structural/math.rs:1324	ABSENT in ratified public catalog		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
