path	probe_id	profiles	runtime_class_by_profile	previous_class	transition	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_sha256	consumer_unique	consumer_prompt_hash	language_observable	normative_intent	normative_evidence	causal_hypothesis	refutation	gate_class	universe	canonical_route	cohort_id	historical_cohort_only	measurement_ref	extension_evidence_ref	parity_credit	three_orders_stable
emoji.plate.cutlery	p1322-path-emoji.plate.cutlery	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.plate.cutlery), repr(emoji.plate.cutlery)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.plate.cutlery		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.plate.cutlery			true
emoji.playback.down	p1322-path-emoji.playback.down	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playback.down), repr(emoji.playback.down)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playback.down		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playback.down			true
emoji.playback.eject	p1322-path-emoji.playback.eject	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playback.eject), repr(emoji.playback.eject)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playback.eject		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playback.eject			true
emoji.playback.forward	p1322-path-emoji.playback.forward	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playback.forward), repr(emoji.playback.forward)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playback.forward		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playback.forward			true
emoji.playback.pause	p1322-path-emoji.playback.pause	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playback.pause), repr(emoji.playback.pause)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playback.pause		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playback.pause			true
emoji.playback.record	p1322-path-emoji.playback.record	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playback.record), repr(emoji.playback.record)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playback.record		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playback.record			true
emoji.playback.repeat	p1322-path-emoji.playback.repeat	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playback.repeat), repr(emoji.playback.repeat)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playback.repeat		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playback.repeat			true
emoji.playback.repeat.once	p1322-path-emoji.playback.repeat.once	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playback.repeat.once), repr(emoji.playback.repeat.once)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playback.repeat.once		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playback.repeat.once			true
emoji.playback.repeat.v	p1322-path-emoji.playback.repeat.v	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playback.repeat.v), repr(emoji.playback.repeat.v)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playback.repeat.v		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playback.repeat.v			true
emoji.playback.restart	p1322-path-emoji.playback.restart	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playback.restart), repr(emoji.playback.restart)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playback.restart		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playback.restart			true
emoji.playback.rewind	p1322-path-emoji.playback.rewind	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playback.rewind), repr(emoji.playback.rewind)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playback.rewind		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playback.rewind			true
emoji.playback.shuffle	p1322-path-emoji.playback.shuffle	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playback.shuffle), repr(emoji.playback.shuffle)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playback.shuffle		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playback.shuffle			true
emoji.playback.skip	p1322-path-emoji.playback.skip	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playback.skip), repr(emoji.playback.skip)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playback.skip		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playback.skip			true
emoji.playback.stop	p1322-path-emoji.playback.stop	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playback.stop), repr(emoji.playback.stop)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playback.stop		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playback.stop			true
emoji.playback.toggle	p1322-path-emoji.playback.toggle	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playback.toggle), repr(emoji.playback.toggle)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playback.toggle		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playback.toggle			true
emoji.playback.up	p1322-path-emoji.playback.up	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playback.up), repr(emoji.playback.up)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playback.up		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playback.up			true
emoji.playingcard.flower	p1322-path-emoji.playingcard.flower	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playingcard.flower), repr(emoji.playingcard.flower)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playingcard.flower		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playingcard.flower			true
emoji.playingcard.joker	p1322-path-emoji.playingcard.joker	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.playingcard.joker), repr(emoji.playingcard.joker)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.playingcard.joker		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.playingcard.joker			true
emoji.post.eu	p1322-path-emoji.post.eu	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.post.eu), repr(emoji.post.eu)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.post.eu		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.post.eu			true
emoji.post.jp	p1322-path-emoji.post.jp	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.post.jp), repr(emoji.post.jp)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.post.jp		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.post.jp			true
emoji.potato.sweet	p1322-path-emoji.potato.sweet	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.potato.sweet), repr(emoji.potato.sweet)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.potato.sweet		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.potato.sweet			true
emoji.prints.foot	p1322-path-emoji.prints.foot	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.prints.foot), repr(emoji.prints.foot)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.prints.foot		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.prints.foot			true
emoji.prints.paw	p1322-path-emoji.prints.paw	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/emoji.rs:47	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/emoji.md	d5fda4cff41bab53b5e877061a63aeb1fda57896d328552a637e6e9cc8e3291f	01_core/src/compiler/stdlib/emoji.rs	bc70df49	repr((type(emoji.prints.paw), repr(emoji.prints.paw)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/emoji.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	emoji.prints.paw		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-emoji.prints.paw			true
