id	universe	path_or_case	classification	owner_candidate	status	evidence	note
surface:math.arrows	surface-wide-provisional	math.arrows	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.ast	surface-wide-provisional	math.ast	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.asymp	surface-wide-provisional	math.asymp	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.at	surface-wide-provisional	math.at	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.attach	surface-wide-provisional	math.attach	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.backslash	surface-wide-provisional	math.backslash	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.bag	surface-wide-provisional	math.bag	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.baht	surface-wide-provisional	math.baht	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.ballot	surface-wide-provisional	math.ballot	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.bar	surface-wide-provisional	math.bar	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.bb	surface-wide-provisional	math.bb	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.because	surface-wide-provisional	math.because	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.binom	surface-wide-provisional	math.binom	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.bitcoin	surface-wide-provisional	math.bitcoin	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.bold	surface-wide-provisional	math.bold	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.bot	surface-wide-provisional	math.bot	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.brace	surface-wide-provisional	math.brace	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.breve	surface-wide-provisional	math.breve	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.cal	surface-wide-provisional	math.cal	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.cancel	surface-wide-provisional	math.cancel	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.caret	surface-wide-provisional	math.caret	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.caron	surface-wide-provisional	math.caron	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.cases	surface-wide-provisional	math.cases	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.cc	surface-wide-provisional	math.cc	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.cedi	surface-wide-provisional	math.cedi	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.cent	surface-wide-provisional	math.cent	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.checkmark	surface-wide-provisional	math.checkmark	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.class	surface-wide-provisional	math.class	UNVERIFIED_METADATA	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.co	surface-wide-provisional	math.co	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.colon	surface-wide-provisional	math.colon	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.comma	surface-wide-provisional	math.comma	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.complement	surface-wide-provisional	math.complement	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.compose	surface-wide-provisional	math.compose	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control	surface-wide-provisional	math.control	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.ack	surface-wide-provisional	math.control.ack	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.bel	surface-wide-provisional	math.control.bel	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.bs	surface-wide-provisional	math.control.bs	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.can	surface-wide-provisional	math.control.can	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.cr	surface-wide-provisional	math.control.cr	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.dc	surface-wide-provisional	math.control.dc	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.del	surface-wide-provisional	math.control.del	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.dle	surface-wide-provisional	math.control.dle	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.em	surface-wide-provisional	math.control.em	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.enq	surface-wide-provisional	math.control.enq	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.eot	surface-wide-provisional	math.control.eot	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.esc	surface-wide-provisional	math.control.esc	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.etb	surface-wide-provisional	math.control.etb	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.etx	surface-wide-provisional	math.control.etx	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.ff	surface-wide-provisional	math.control.ff	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.fs	surface-wide-provisional	math.control.fs	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.gs	surface-wide-provisional	math.control.gs	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.ht	surface-wide-provisional	math.control.ht	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.lf	surface-wide-provisional	math.control.lf	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.nak	surface-wide-provisional	math.control.nak	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.nl	surface-wide-provisional	math.control.nl	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.nul	surface-wide-provisional	math.control.nul	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.rs	surface-wide-provisional	math.control.rs	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.si	surface-wide-provisional	math.control.si	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.so	surface-wide-provisional	math.control.so	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.soh	surface-wide-provisional	math.control.soh	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.sp	surface-wide-provisional	math.control.sp	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.stx	surface-wide-provisional	math.control.stx	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.sub	surface-wide-provisional	math.control.sub	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.syn	surface-wide-provisional	math.control.syn	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.us	surface-wide-provisional	math.control.us	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.control.vt	surface-wide-provisional	math.control.vt	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.convolve	surface-wide-provisional	math.convolve	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.copyleft	surface-wide-provisional	math.copyleft	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.corner	surface-wide-provisional	math.corner	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.crossmark	surface-wide-provisional	math.crossmark	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.currency	surface-wide-provisional	math.currency	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.daleth	surface-wide-provisional	math.daleth	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.dash	surface-wide-provisional	math.dash	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.degree	surface-wide-provisional	math.degree	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.diaer	surface-wide-provisional	math.diaer	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.diameter	surface-wide-provisional	math.diameter	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.die	surface-wide-provisional	math.die	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.digamma	surface-wide-provisional	math.digamma	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.display	surface-wide-provisional	math.display	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.divides	surface-wide-provisional	math.divides	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.dollar	surface-wide-provisional	math.dollar	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.dong	surface-wide-provisional	math.dong	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.dorome	surface-wide-provisional	math.dorome	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.dotless	surface-wide-provisional	math.dotless	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.dram	surface-wide-provisional	math.dram	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.earth	surface-wide-provisional	math.earth	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.ell	surface-wide-provisional	math.ell	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.ellipse	surface-wide-provisional	math.ellipse	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.equation	surface-wide-provisional	math.equation	UNVERIFIED_METADATA	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.equiv	surface-wide-provisional	math.equiv	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.errorbar	surface-wide-provisional	math.errorbar	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.euro	surface-wide-provisional	math.euro	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.excl	surface-wide-provisional	math.excl	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.fence	surface-wide-provisional	math.fence	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.flat	surface-wide-provisional	math.flat	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.floral	surface-wide-provisional	math.floral	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.forces	surface-wide-provisional	math.forces	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.frac	surface-wide-provisional	math.frac	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.frak	surface-wide-provisional	math.frak	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.frown	surface-wide-provisional	math.frown	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.gender	surface-wide-provisional	math.gender	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.gender.female	surface-wide-provisional	math.gender.female	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.gender.intersex	surface-wide-provisional	math.gender.intersex	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.gender.male	surface-wide-provisional	math.gender.male	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.gender.neuter	surface-wide-provisional	math.gender.neuter	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.gender.trans	surface-wide-provisional	math.gender.trans	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.gimel	surface-wide-provisional	math.gimel	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.gradient	surface-wide-provisional	math.gradient	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.grave	surface-wide-provisional	math.grave	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.guarani	surface-wide-provisional	math.guarani	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.harpoon	surface-wide-provisional	math.harpoon	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.harpoons	surface-wide-provisional	math.harpoons	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.hash	surface-wide-provisional	math.hash	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.hat	surface-wide-provisional	math.hat	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.hexa	surface-wide-provisional	math.hexa	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.hourglass	surface-wide-provisional	math.hourglass	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.hryvnia	surface-wide-provisional	math.hryvnia	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.hyph	surface-wide-provisional	math.hyph	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.image	surface-wide-provisional	math.image	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.inline	surface-wide-provisional	math.inline	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.interleave	surface-wide-provisional	math.interleave	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.interrobang	surface-wide-provisional	math.interrobang	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.italic	surface-wide-provisional	math.italic	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.jupiter	surface-wide-provisional	math.jupiter	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.kip	surface-wide-provisional	math.kip	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.laplace	surface-wide-provisional	math.laplace	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.lari	surface-wide-provisional	math.lari	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.lat	surface-wide-provisional	math.lat	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.limits	surface-wide-provisional	math.limits	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.lira	surface-wide-provisional	math.lira	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.lozenge	surface-wide-provisional	math.lozenge	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.lr	surface-wide-provisional	math.lr	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.lrm	surface-wide-provisional	math.lrm	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.macron	surface-wide-provisional	math.macron	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.maltese	surface-wide-provisional	math.maltese	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.manat	surface-wide-provisional	math.manat	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:math.mapsfrom	surface-wide-provisional	math.mapsfrom	MISSING_MEMBER	owner for stdlib `math`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
