fixture_id	pair	offset	multiplicity	candidate_exact_json	frozen_exact_json	exact_max_delta	epsilon	candidate_epsilon_json	frozen_epsilon_json	epsilon_max_delta	structural_rule	status
S24-linear-oklab	linear/oklab	0.4375	2	[0.6162624359130859,0.027857456356287003,0.05107198283076286,0.4432432949542999]	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	0.43750005960464478	[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104]	[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-oklab	linear/oklab	0.5625	2	[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104]	[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104]	0	0.56250005960464478	[0.6162624359130859,0.027857456356287003,0.05107198283076286,0.4432432949542999]	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-oklab	linear/oklab	0.625	2	[0.6162624359130859,0.027857456356287003,0.05107198283076286,0.4432432949542999]	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	0.62500005960464478	[0.8104537725448608,0.03281065449118614,0.11270983517169952,0.45081955194473267]	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-oklab	linear/oklab	0.6875	2	[0.8104537725448608,0.03281065449118614,0.11270983517169952,0.45081955194473267]	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	0.68750005960464478	[0.7849223017692566,-0.020475106313824654,0.08733764290809631,0.5895604491233826]	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-oklab	linear/oklab	0.75	2	[0.7849223017692566,-0.020475106313824654,0.08733764290809631,0.5895604491233826]	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	0.75000005960464478	[0.6751998662948608,-0.07777583599090576,0.021510697901248932,0.45494502782821655]	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-oklab	linear/oklab	0.8125	2	[0.6751998662948608,-0.07777583599090576,0.021510697901248932,0.45494502782821655]	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	0.81250005960464478	[0.5721557140350342,-0.08498376607894897,-0.011350980028510094,0.4913385510444641]	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-oklab	linear/oklab	0.875	2	[0.5721557140350342,-0.08498376607894897,-0.011350980028510094,0.4913385510444641]	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	0.87500005960464478	[0.4737173318862915,-0.057644933462142944,-0.021477991715073586,0.6456692814826965]	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-oklab	linear/oklab	0.9375	2	[0.4737173318862915,-0.057644933462142944,-0.021477991715073586,0.6456692814826965]	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	0.93750005960464478	[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929]	[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-oklab	radial/oklab	0.0625	2	[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929]	[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929]	0	0.062500059604644775	[0.4737173318862915,-0.057644933462142944,-0.021477991715073586,0.6456692814826965]	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-oklab	radial/oklab	0.125	2	[0.4737173318862915,-0.057644933462142944,-0.021477991715073586,0.6456692814826965]	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	0.12500005960464478	[0.5721557140350342,-0.08498376607894897,-0.011350980028510094,0.4913385510444641]	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-oklab	radial/oklab	0.1875	2	[0.5721557140350342,-0.08498376607894897,-0.011350980028510094,0.4913385510444641]	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	0.18750005960464478	[0.6751998662948608,-0.07777583599090576,0.021510697901248932,0.45494502782821655]	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-oklab	radial/oklab	0.25	2	[0.6751998662948608,-0.07777583599090576,0.021510697901248932,0.45494502782821655]	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	0.25000005960464478	[0.7849223017692566,-0.020475106313824654,0.08733764290809631,0.5895604491233826]	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-oklab	radial/oklab	0.3125	2	[0.7849223017692566,-0.020475106313824654,0.08733764290809631,0.5895604491233826]	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	0.31250005960464478	[0.8104537725448608,0.03281065449118614,0.11270983517169952,0.45081955194473267]	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-oklab	radial/oklab	0.375	2	[0.8104537725448608,0.03281065449118614,0.11270983517169952,0.45081955194473267]	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	0.37500005960464478	[0.6162624359130859,0.027857456356287003,0.05107198283076286,0.4432432949542999]	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-oklab	radial/oklab	0.4375	2	[0.6162624359130859,0.027857456356287003,0.05107198283076286,0.4432432949542999]	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	0.43750005960464478	[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104]	[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-oklab	radial/oklab	0.5625	2	[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104]	[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104]	0	0.56250005960464478	[0.6162624359130859,0.027857456356287003,0.05107198283076286,0.4432432949542999]	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-oklab	radial/oklab	0.625	2	[0.6162624359130859,0.027857456356287003,0.05107198283076286,0.4432432949542999]	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	0.62500005960464478	[0.8104537725448608,0.03281065449118614,0.11270983517169952,0.45081955194473267]	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-oklab	radial/oklab	0.6875	2	[0.8104537725448608,0.03281065449118614,0.11270983517169952,0.45081955194473267]	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	0.68750005960464478	[0.7849223017692566,-0.020475106313824654,0.08733764290809631,0.5895604491233826]	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-oklab	radial/oklab	0.75	2	[0.7849223017692566,-0.020475106313824654,0.08733764290809631,0.5895604491233826]	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	0.75000005960464478	[0.6751998662948608,-0.07777583599090576,0.021510697901248932,0.45494502782821655]	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-oklab	radial/oklab	0.8125	2	[0.6751998662948608,-0.07777583599090576,0.021510697901248932,0.45494502782821655]	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	0.81250005960464478	[0.5721557140350342,-0.08498376607894897,-0.011350980028510094,0.4913385510444641]	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-oklab	radial/oklab	0.875	2	[0.5721557140350342,-0.08498376607894897,-0.011350980028510094,0.4913385510444641]	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	0.87500005960464478	[0.4737173318862915,-0.057644933462142944,-0.021477991715073586,0.6456692814826965]	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-oklab	radial/oklab	0.9375	2	[0.4737173318862915,-0.057644933462142944,-0.021477991715073586,0.6456692814826965]	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	0.93750005960464478	[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929]	[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-linear-rgb	linear/linear-rgb	0.0625	2	[0.019382357597351074,0.06124604120850563,0.08650045096874237,0.800000011920929]	[0.019382357597351074,0.06124604120850563,0.08650045096874237,0.800000011920929]	0	0.062500059604644775	[0.020837312564253807,0.16770242154598236,0.159104123711586,0.6456692814826965]	[0.020837312564253807,0.16770240664482117,0.1591041088104248,0.6456692814826965]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-linear-rgb	linear/linear-rgb	0.125	2	[0.020837312564253807,0.16770242154598236,0.159104123711586,0.6456692814826965]	[0.020837312564253807,0.16770240664482117,0.1591041088104248,0.6456692814826965]	0	0.12500005960464478	[0.02229226939380169,0.2741588056087494,0.23170779645442963,0.4913385510444641]	[0.02229226753115654,0.274158775806427,0.23170778155326843,0.4913385510444641]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-linear-rgb	linear/linear-rgb	0.1875	2	[0.02229226939380169,0.2741588056087494,0.23170779645442963,0.4913385510444641]	[0.02229226753115654,0.274158775806427,0.23170778155326843,0.4913385510444641]	0	0.18750005960464478	[0.19715189933776855,0.3843829035758972,0.2459852397441864,0.45494502782821655]	[0.19715185463428497,0.3843829035758972,0.2459852397441864,0.45494502782821655]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-linear-rgb	linear/linear-rgb	0.25	2	[0.19715189933776855,0.3843829035758972,0.2459852397441864,0.45494502782821655]	[0.19715185463428497,0.3843829035758972,0.2459852397441864,0.45494502782821655]	0	0.25000005960464478	[0.6234482526779175,0.5000702142715454,0.175689697265625,0.5895604491233826]	[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-linear-rgb	linear/linear-rgb	0.3125	2	[0.6234482526779175,0.5000702142715454,0.175689697265625,0.5895604491233826]	[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378]	0	0.31250005960464478	[0.8546004891395569,0.46760115027427673,0.1332443356513977,0.45081955194473267]	[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-linear-rgb	linear/linear-rgb	0.375	2	[0.8546004891395569,0.46760115027427673,0.1332443356513977,0.45081955194473267]	[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983]	0	0.37500005960464478	[0.5457642078399658,0.23966050148010254,0.10614463686943054,0.4432432949542999]	[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-linear-rgb	linear/linear-rgb	0.4375	2	[0.5457642078399658,0.23966050148010254,0.10614463686943054,0.4432432949542999]	[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754]	0	0.43750005960464478	[0.9046610593795776,0.3613067865371704,0.11953841149806976,0.19999998807907104]	[0.9046610593795776,0.3613067865371704,0.11953841149806976,0.19999998807907104]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-linear-rgb	linear/linear-rgb	0.5625	2	[0.9046610593795776,0.3613067865371704,0.11953841149806976,0.19999998807907104]	[0.9046610593795776,0.3613067865371704,0.11953841149806976,0.19999998807907104]	0	0.56250005960464478	[0.5457642078399658,0.23966050148010254,0.10614463686943054,0.4432432949542999]	[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-linear-rgb	linear/linear-rgb	0.625	2	[0.5457642078399658,0.23966050148010254,0.10614463686943054,0.4432432949542999]	[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754]	0	0.62500005960464478	[0.8546004891395569,0.46760115027427673,0.1332443356513977,0.45081955194473267]	[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-linear-rgb	linear/linear-rgb	0.6875	2	[0.8546004891395569,0.46760115027427673,0.1332443356513977,0.45081955194473267]	[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983]	0	0.68750005960464478	[0.6234482526779175,0.5000702142715454,0.175689697265625,0.5895604491233826]	[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-linear-rgb	linear/linear-rgb	0.75	2	[0.6234482526779175,0.5000702142715454,0.175689697265625,0.5895604491233826]	[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378]	0	0.75000005960464478	[0.19715189933776855,0.3843829035758972,0.2459852397441864,0.45494502782821655]	[0.19715185463428497,0.3843829035758972,0.2459852397441864,0.45494502782821655]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-linear-rgb	linear/linear-rgb	0.8125	2	[0.19715189933776855,0.3843829035758972,0.2459852397441864,0.45494502782821655]	[0.19715185463428497,0.3843829035758972,0.2459852397441864,0.45494502782821655]	0	0.81250005960464478	[0.02229226939380169,0.2741588056087494,0.23170779645442963,0.4913385510444641]	[0.02229226753115654,0.274158775806427,0.23170778155326843,0.4913385510444641]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-linear-rgb	linear/linear-rgb	0.875	2	[0.02229226939380169,0.2741588056087494,0.23170779645442963,0.4913385510444641]	[0.02229226753115654,0.274158775806427,0.23170778155326843,0.4913385510444641]	0	0.87500005960464478	[0.020837312564253807,0.16770242154598236,0.159104123711586,0.6456692814826965]	[0.020837312564253807,0.16770240664482117,0.1591041088104248,0.6456692814826965]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-linear-rgb	linear/linear-rgb	0.9375	2	[0.020837312564253807,0.16770242154598236,0.159104123711586,0.6456692814826965]	[0.020837312564253807,0.16770240664482117,0.1591041088104248,0.6456692814826965]	0	0.93750005960464478	[0.019382357597351074,0.06124604120850563,0.08650045096874237,0.800000011920929]	[0.019382357597351074,0.06124604120850563,0.08650045096874237,0.800000011920929]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-linear-rgb	radial/linear-rgb	0.0625	2	[0.019382357597351074,0.06124604120850563,0.08650045096874237,0.800000011920929]	[0.019382357597351074,0.06124604120850563,0.08650045096874237,0.800000011920929]	0	0.062500059604644775	[0.020837312564253807,0.16770242154598236,0.159104123711586,0.6456692814826965]	[0.020837312564253807,0.16770240664482117,0.1591041088104248,0.6456692814826965]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-linear-rgb	radial/linear-rgb	0.125	2	[0.020837312564253807,0.16770242154598236,0.159104123711586,0.6456692814826965]	[0.020837312564253807,0.16770240664482117,0.1591041088104248,0.6456692814826965]	0	0.12500005960464478	[0.02229226939380169,0.2741588056087494,0.23170779645442963,0.4913385510444641]	[0.02229226753115654,0.274158775806427,0.23170778155326843,0.4913385510444641]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-linear-rgb	radial/linear-rgb	0.1875	2	[0.02229226939380169,0.2741588056087494,0.23170779645442963,0.4913385510444641]	[0.02229226753115654,0.274158775806427,0.23170778155326843,0.4913385510444641]	0	0.18750005960464478	[0.19715189933776855,0.3843829035758972,0.2459852397441864,0.45494502782821655]	[0.19715185463428497,0.3843829035758972,0.2459852397441864,0.45494502782821655]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-linear-rgb	radial/linear-rgb	0.25	2	[0.19715189933776855,0.3843829035758972,0.2459852397441864,0.45494502782821655]	[0.19715185463428497,0.3843829035758972,0.2459852397441864,0.45494502782821655]	0	0.25000005960464478	[0.6234482526779175,0.5000702142715454,0.175689697265625,0.5895604491233826]	[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-linear-rgb	radial/linear-rgb	0.3125	2	[0.6234482526779175,0.5000702142715454,0.175689697265625,0.5895604491233826]	[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378]	0	0.31250005960464478	[0.8546004891395569,0.46760115027427673,0.1332443356513977,0.45081955194473267]	[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-linear-rgb	radial/linear-rgb	0.375	2	[0.8546004891395569,0.46760115027427673,0.1332443356513977,0.45081955194473267]	[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983]	0	0.37500005960464478	[0.5457642078399658,0.23966050148010254,0.10614463686943054,0.4432432949542999]	[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-linear-rgb	radial/linear-rgb	0.4375	2	[0.5457642078399658,0.23966050148010254,0.10614463686943054,0.4432432949542999]	[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754]	0	0.43750005960464478	[0.9046610593795776,0.3613067865371704,0.11953841149806976,0.19999998807907104]	[0.9046610593795776,0.3613067865371704,0.11953841149806976,0.19999998807907104]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-linear-rgb	radial/linear-rgb	0.5625	2	[0.9046610593795776,0.3613067865371704,0.11953841149806976,0.19999998807907104]	[0.9046610593795776,0.3613067865371704,0.11953841149806976,0.19999998807907104]	0	0.56250005960464478	[0.5457642078399658,0.23966050148010254,0.10614463686943054,0.4432432949542999]	[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-linear-rgb	radial/linear-rgb	0.625	2	[0.5457642078399658,0.23966050148010254,0.10614463686943054,0.4432432949542999]	[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754]	0	0.62500005960464478	[0.8546004891395569,0.46760115027427673,0.1332443356513977,0.45081955194473267]	[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-linear-rgb	radial/linear-rgb	0.6875	2	[0.8546004891395569,0.46760115027427673,0.1332443356513977,0.45081955194473267]	[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983]	0	0.68750005960464478	[0.6234482526779175,0.5000702142715454,0.175689697265625,0.5895604491233826]	[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-linear-rgb	radial/linear-rgb	0.75	2	[0.6234482526779175,0.5000702142715454,0.175689697265625,0.5895604491233826]	[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378]	0	0.75000005960464478	[0.19715189933776855,0.3843829035758972,0.2459852397441864,0.45494502782821655]	[0.19715185463428497,0.3843829035758972,0.2459852397441864,0.45494502782821655]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-linear-rgb	radial/linear-rgb	0.8125	2	[0.19715189933776855,0.3843829035758972,0.2459852397441864,0.45494502782821655]	[0.19715185463428497,0.3843829035758972,0.2459852397441864,0.45494502782821655]	0	0.81250005960464478	[0.02229226939380169,0.2741588056087494,0.23170779645442963,0.4913385510444641]	[0.02229226753115654,0.274158775806427,0.23170778155326843,0.4913385510444641]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-linear-rgb	radial/linear-rgb	0.875	2	[0.02229226939380169,0.2741588056087494,0.23170779645442963,0.4913385510444641]	[0.02229226753115654,0.274158775806427,0.23170778155326843,0.4913385510444641]	0	0.87500005960464478	[0.020837312564253807,0.16770242154598236,0.159104123711586,0.6456692814826965]	[0.020837312564253807,0.16770240664482117,0.1591041088104248,0.6456692814826965]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-radial-linear-rgb	radial/linear-rgb	0.9375	2	[0.020837312564253807,0.16770242154598236,0.159104123711586,0.6456692814826965]	[0.020837312564253807,0.16770240664482117,0.1591041088104248,0.6456692814826965]	0	0.93750005960464478	[0.019382357597351074,0.06124604120850563,0.08650045096874237,0.800000011920929]	[0.019382357597351074,0.06124604120850563,0.08650045096874237,0.800000011920929]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
